ID_LAT_LON_YEAR_WEEK,emission
ID_-0.604_29.896_2021_24,70.13368
ID_-0.604_29.896_2021_25,69.69506
ID_-0.604_29.896_2021_26,68.70578
ID_-0.615_30.885_2021_00,64.25719
ID_-0.615_30.885_2021_01,79.19435
ID_-0.615_30.885_2021_02,80.78629
ID_-0.615_30.885_2021_03,80.15778
ID_-0.615_30.885_2021_04,82.50112
ID_-0.615_30.885_2021_05,87.1419
ID_-0.615_30.885_2021_06,85.56153
ID_-0.615_30.885_2021_07,85.50811
ID_-0.615_30.885_2021_08,84.81569
ID_-0.615_30.885_2021_09,75.45155
ID_-0.615_30.885_2021_10,89.98176
ID_-0.615_30.885_2021_11,89.951195
ID_-0.615_30.885_2021_12,88.187126
ID_-0.615_30.885_2021_13,86.36839
ID_-0.615_30.885_2021_14,97.25111
ID_-0.615_30.885_2021_15,95.45912
ID_-0.615_30.885_2021_16,92.657005
ID_-0.615_30.885_2021_17,87.09892
ID_-0.615_30.885_2021_18,91.48549
ID_-0.615_30.885_2021_19,86.19697
ID_-0.615_30.885_2021_20,87.56838
ID_-0.615_30.885_2021_21,88.99391
ID_-0.615_30.885_2021_22,88.026184
ID_-0.615_30.885_2021_23,84.51404
ID_-0.615_30.885_2021_24,83.715836
ID_-0.615_30.885_2021_25,82.9349
ID_-0.615_30.885_2021_26,81.717415
ID_-0.627_29.773_2021_00,82.52741
ID_-0.627_29.773_2021_01,102.97738
ID_-0.627_29.773_2021_02,104.75889
ID_-0.627_29.773_2021_03,104.500984
ID_-0.627_29.773_2021_04,107.416794
ID_-0.627_29.773_2021_05,112.27372
ID_-0.627_29.773_2021_06,109.59344
ID_-0.627_29.773_2021_07,109.88361
ID_-0.627_29.773_2021_08,110.45984
ID_-0.627_29.773_2021_09,97.98699
ID_-0.627_29.773_2021_10,114.56965
ID_-0.627_29.773_2021_11,114.807
ID_-0.627_29.773_2021_12,113.53101
ID_-0.627_29.773_2021_13,112.55968
ID_-0.627_29.773_2021_14,120.39356
ID_-0.627_29.773_2021_15,118.48646
ID_-0.627_29.773_2021_16,115.85772
ID_-0.627_29.773_2021_17,107.547104
ID_-0.627_29.773_2021_18,113.76961
ID_-0.627_29.773_2021_19,108.38247
ID_-0.627_29.773_2021_20,110.78662
ID_-0.627_29.773_2021_21,112.76678
ID_-0.627_29.773_2021_22,114.73869
ID_-0.627_29.773_2021_23,110.549
ID_-0.627_29.773_2021_24,109.74677
ID_-0.627_29.773_2021_25,108.58489
ID_-0.627_29.773_2021_26,107.143394
ID_-0.637_30.763_2021_00,39.09861
ID_-0.637_30.763_2021_01,42.069042
ID_-0.637_30.763_2021_02,43.062756
ID_-0.637_30.763_2021_03,42.57486
ID_-0.637_30.763_2021_04,43.41156
ID_-0.637_30.763_2021_05,45.583447
ID_-0.637_30.763_2021_06,47.10067
ID_-0.637_30.763_2021_07,45.229885
ID_-0.637_30.763_2021_08,43.48145
ID_-0.637_30.763_2021_09,42.217598
ID_-0.637_30.763_2021_10,49.872562
ID_-0.637_30.763_2021_11,48.886772
ID_-0.637_30.763_2021_12,46.442932
ID_-0.637_30.763_2021_13,43.799873
ID_-0.637_30.763_2021_14,58.32295
ID_-0.637_30.763_2021_15,58.671944
ID_-0.637_30.763_2021_16,56.114704
ID_-0.637_30.763_2021_17,54.726818
ID_-0.637_30.763_2021_18,56.180965
ID_-0.637_30.763_2021_19,52.73932
ID_-0.637_30.763_2021_20,52.684578
ID_-0.637_30.763_2021_21,52.74331
ID_-0.637_30.763_2021_22,49.73398
ID_-0.637_30.763_2021_23,49.551113
ID_-0.637_30.763_2021_24,49.937923
ID_-0.637_30.763_2021_25,49.65279
ID_-0.637_30.763_2021_26,48.862503
ID_-0.653_30.447_2021_00,27.42788
ID_-0.653_30.447_2021_01,29.407627
ID_-0.653_30.447_2021_02,30.120039
ID_-0.653_30.447_2021_03,29.721539
ID_-0.653_30.447_2021_04,30.317875
ID_-0.653_30.447_2021_05,31.957434
ID_-0.653_30.447_2021_06,33.070477
ID_-0.653_30.447_2021_07,31.720455
ID_-0.653_30.447_2021_08,30.368498
ID_-0.653_30.447_2021_09,29.529112
ID_-0.653_30.447_2021_10,35.073486
ID_-0.653_30.447_2021_11,34.366848
ID_-0.653_30.447_2021_12,32.573254
ID_-0.653_30.447_2021_13,30.598566
ID_-0.653_30.447_2021_14,41.310917
ID_-0.653_30.447_2021_15,41.507362
ID_-0.653_30.447_2021_16,39.629303
ID_-0.653_30.447_2021_17,38.772015
ID_-0.653_30.447_2021_18,39.715023
ID_-0.653_30.447_2021_19,37.17948
ID_-0.653_30.447_2021_20,37.08449
ID_-0.653_30.447_2021_21,37.118374
ID_-0.653_30.447_2021_22,34.71355
ID_-0.653_30.447_2021_23,34.549515
ID_-0.653_30.447_2021_24,34.80366
ID_-0.653_30.447_2021_25,34.63072
ID_-0.653_30.447_2021_26,34.068752
ID_-0.659_30.341_2021_00,18.603334
ID_-0.659_30.341_2021_01,19.88569
ID_-0.659_30.341_2021_02,20.377792
ID_-0.659_30.341_2021_03,20.07483
ID_-0.659_30.341_2021_04,20.484756
ID_-0.659_30.341_2021_05,21.664099
ID_-0.659_30.341_2021_06,22.447327
ID_-0.659_30.341_2021_07,21.50978
ID_-0.659_30.341_2021_08,20.519934
ID_-0.659_30.341_2021_09,19.97804
ID_-0.659_30.341_2021_10,23.83989
ID_-0.659_30.341_2021_11,23.351833
ID_-0.659_30.341_2021_12,22.08927
ID_-0.659_30.341_2021_13,20.679867
ID_-0.659_30.341_2021_14,28.250286
ID_-0.659_30.341_2021_15,28.355421
ID_-0.659_30.341_2021_16,27.032717
ID_-0.659_30.341_2021_17,26.51892
ID_-0.659_30.341_2021_18,27.113749
ID_-0.659_30.341_2021_19,25.323565
ID_-0.659_30.341_2021_20,25.226255
ID_-0.659_30.341_2021_21,25.244986
ID_-0.659_30.341_2021_22,23.443289
ID_-0.659_30.341_2021_23,23.311262
ID_-0.659_30.341_2021_24,23.473646
ID_-0.659_30.341_2021_25,23.37208
ID_-0.659_30.341_2021_26,22.986513
ID_-0.667_30.433_2021_00,77.47589
ID_-0.667_30.433_2021_01,86.906
ID_-0.667_30.433_2021_02,88.76569
ID_-0.667_30.433_2021_03,88.13985
ID_-0.667_30.433_2021_04,90.034874
ID_-0.667_30.433_2021_05,94.01498
ID_-0.667_30.433_2021_06,95.539635
ID_-0.667_30.433_2021_07,92.917725
ID_-0.667_30.433_2021_08,90.78037
ID_-0.667_30.433_2021_09,85.886986
ID_-0.667_30.433_2021_10,100.679214
ID_-0.667_30.433_2021_11,99.29407
ID_-0.667_30.433_2021_12,95.55962
ID_-0.667_30.433_2021_13,91.71855
ID_-0.667_30.433_2021_14,113.82166
ID_-0.667_30.433_2021_15,114.05127
ID_-0.667_30.433_2021_16,109.85494
ID_-0.667_30.433_2021_17,105.58491
ID_-0.667_30.433_2021_18,109.429344
ID_-0.667_30.433_2021_19,103.3781
ID_-0.667_30.433_2021_20,104.0083
ID_-0.667_30.433_2021_21,104.5674
ID_-0.667_30.433_2021_22,101.375046
ID_-0.667_30.433_2021_23,100.24547
ID_-0.667_30.433_2021_24,100.68733
ID_-0.667_30.433_2021_25,99.90637
ID_-0.667_30.433_2021_26,98.410446
ID_-0.677_29.623_2021_00,0.64359426
ID_-0.677_29.623_2021_01,0.7072471
ID_-0.677_29.623_2021_02,0.6944035
ID_-0.677_29.623_2021_03,0.6896286
ID_-0.677_29.623_2021_04,0.69684464
ID_-0.677_29.623_2021_05,0.69627327
ID_-0.677_29.623_2021_06,0.69624645
ID_-0.677_29.623_2021_07,0.6499791
ID_-0.677_29.623_2021_08,0.67760617
ID_-0.677_29.623_2021_09,0.6986197
ID_-0.677_29.623_2021_10,0.706289
ID_-0.677_29.623_2021_11,0.71500796
ID_-0.677_29.623_2021_12,0.7223545
ID_-0.677_29.623_2021_13,0.720289
ID_-0.677_29.623_2021_14,0.7456079
ID_-0.677_29.623_2021_15,0.747855
ID_-0.677_29.623_2021_16,0.7414716
ID_-0.677_29.623_2021_17,0.7553809
ID_-0.677_29.623_2021_18,0.7344285
ID_-0.677_29.623_2021_19,0.739858
ID_-0.677_29.623_2021_20,0.7581121
ID_-0.677_29.623_2021_21,0.77181584
ID_-0.677_29.623_2021_22,0.82420844
ID_-0.677_29.623_2021_23,0.83498144
ID_-0.677_29.623_2021_24,0.8647178
ID_-0.677_29.623_2021_25,0.8854261
ID_-0.677_29.623_2021_26,0.8841682
ID_-0.702_29.798_2021_00,71.67324
ID_-0.702_29.798_2021_01,82.50017
ID_-0.702_29.798_2021_02,84.08838
ID_-0.702_29.798_2021_03,83.699165
ID_-0.702_29.798_2021_04,85.580154
ID_-0.702_29.798_2021_05,88.99975
ID_-0.702_29.798_2021_06,89.48568
ID_-0.702_29.798_2021_07,87.65246
ID_-0.702_29.798_2021_08,86.557014
ID_-0.702_29.798_2021_09,80.73442
ID_-0.702_29.798_2021_10,93.96837
ID_-0.702_29.798_2021_11,93.08136
ID_-0.702_29.798_2021_12,90.37428
ID_-0.702_29.798_2021_13,87.7087
ID_-0.702_29.798_2021_14,103.86486
ID_-0.702_29.798_2021_15,103.776024
ID_-0.702_29.798_2021_16,100.46926
ID_-0.702_29.798_2021_17,95.77576
ID_-0.702_29.798_2021_18,99.76494
ID_-0.702_29.798_2021_19,94.73323
ID_-0.702_29.798_2021_20,95.78236
ID_-0.702_29.798_2021_21,96.59171
ID_-0.702_29.798_2021_22,95.44315
ID_-0.702_29.798_2021_23,93.96412
ID_-0.702_29.798_2021_24,94.23259
ID_-0.702_29.798_2021_25,93.45471
ID_-0.702_29.798_2021_26,92.13858
ID_-0.720_30.480_2021_00,108.306625
ID_-0.720_30.480_2021_01,133.44814
ID_-0.720_30.480_2021_02,136.12138
ID_-0.720_30.480_2021_03,135.05305
ID_-0.720_30.480_2021_04,138.99936
ID_-0.720_30.480_2021_05,146.8225
ID_-0.720_30.480_2021_06,144.16591
ID_-0.720_30.480_2021_07,144.0554
ID_-0.720_30.480_2021_08,142.8856
ID_-0.720_30.480_2021_09,127.14581
ID_-0.720_30.480_2021_10,151.61111
ID_-0.720_30.480_2021_11,151.56418
ID_-0.720_30.480_2021_12,148.59232
ID_-0.720_30.480_2021_13,145.51764
ID_-0.720_30.480_2021_14,163.8917
ID_-0.720_30.480_2021_15,160.86656
ID_-0.720_30.480_2021_16,156.14096
ID_-0.720_30.480_2021_17,146.81873
ID_-0.720_30.480_2021_18,154.17447
ID_-0.720_30.480_2021_19,145.2653
ID_-0.720_30.480_2021_20,147.57182
ID_-0.720_30.480_2021_21,149.97578
ID_-0.720_30.480_2021_22,148.32854
ID_-0.720_30.480_2021_23,142.41588
ID_-0.720_30.480_2021_24,141.08102
ID_-0.720_30.480_2021_25,139.78137
ID_-0.720_30.480_2021_26,137.73286
ID_-0.726_29.374_2021_00,0.1792602
ID_-0.726_29.374_2021_01,0.20397806
ID_-0.726_29.374_2021_02,0.20689988
ID_-0.726_29.374_2021_03,0.21066344
ID_-0.726_29.374_2021_04,0.21349809
ID_-0.726_29.374_2021_05,0.21374424
ID_-0.726_29.374_2021_06,0.21551886
ID_-0.726_29.374_2021_07,0.21090771
ID_-0.726_29.374_2021_08,0.21635957
ID_-0.726_29.374_2021_09,0.2053843
ID_-0.726_29.374_2021_10,0.22182009
ID_-0.726_29.374_2021_11,0.21887979
ID_-0.726_29.374_2021_12,0.21610832
ID_-0.726_29.374_2021_13,0.21687971
ID_-0.726_29.374_2021_14,0.22654152
ID_-0.726_29.374_2021_15,0.23335323
ID_-0.726_29.374_2021_16,0.2305945
ID_-0.726_29.374_2021_17,0.20864035
ID_-0.726_29.374_2021_18,0.22340558
ID_-0.726_29.374_2021_19,0.2205693
ID_-0.726_29.374_2021_20,0.22630493
ID_-0.726_29.374_2021_21,0.22734584
ID_-0.726_29.374_2021_22,0.2434423
ID_-0.726_29.374_2021_23,0.24637365
ID_-0.726_29.374_2021_24,0.24993251
ID_-0.726_29.374_2021_25,0.24579512
ID_-0.726_29.374_2021_26,0.24301614
ID_-0.727_30.573_2021_00,82.34793
ID_-0.727_30.573_2021_01,103.364586
ID_-0.727_30.573_2021_02,105.4024
ID_-0.727_30.573_2021_03,104.54658
ID_-0.727_30.573_2021_04,107.75539
ID_-0.727_30.573_2021_05,114.07374
ID_-0.727_30.573_2021_06,111.28772
ID_-0.727_30.573_2021_07,111.76036
ID_-0.727_30.573_2021_08,111.15218
ID_-0.727_30.573_2021_09,97.7819
ID_-0.727_30.573_2021_10,116.99409
ID_-0.727_30.573_2021_11,117.26708
ID_-0.727_30.573_2021_12,115.36632
ID_-0.727_30.573_2021_13,113.38254
ID_-0.727_30.573_2021_14,125.39741
ID_-0.727_30.573_2021_15,122.546875
ID_-0.727_30.573_2021_16,119.12931
ID_-0.727_30.573_2021_17,111.55195
ID_-0.727_30.573_2021_18,117.42912
ID_-0.727_30.573_2021_19,110.57548
ID_-0.727_30.573_2021_20,112.551414
ID_-0.727_30.573_2021_21,114.64254
ID_-0.727_30.573_2021_22,113.812195
ID_-0.727_30.573_2021_23,108.616905
ID_-0.727_30.573_2021_24,107.29258
ID_-0.727_30.573_2021_25,106.286255
ID_-0.727_30.573_2021_26,104.73774
ID_-0.766_29.534_2021_00,0.003978001
ID_-0.766_29.534_2021_01,0.004446049
ID_-0.766_29.534_2021_02,0.0045227366
ID_-0.766_29.534_2021_03,0.004562749
ID_-0.766_29.534_2021_04,0.004632914
ID_-0.766_29.534_2021_05,0.0047416408
ID_-0.766_29.534_2021_06,0.0048187715
ID_-0.766_29.534_2021_07,0.0046870518
ID_-0.766_29.534_2021_08,0.0047114575
ID_-0.766_29.534_2021_09,0.004503692
ID_-0.766_29.534_2021_10,0.0050045475
ID_-0.766_29.534_2021_11,0.0049274415
ID_-0.766_29.534_2021_12,0.0048045306
ID_-0.766_29.534_2021_13,0.0047285263
ID_-0.766_29.534_2021_14,0.0053458693
ID_-0.766_29.534_2021_15,0.005459991
ID_-0.766_29.534_2021_16,0.0053335917
ID_-0.766_29.534_2021_17,0.0049250945
ID_-0.766_29.534_2021_18,0.005193162
ID_-0.766_29.534_2021_19,0.005036455
ID_-0.766_29.534_2021_20,0.005119972
ID_-0.766_29.534_2021_21,0.0051374133
ID_-0.766_29.534_2021_22,0.0052639074
ID_-0.766_29.534_2021_23,0.005301262
ID_-0.766_29.534_2021_24,0.005366884
ID_-0.766_29.534_2021_25,0.005296073
ID_-0.766_29.534_2021_26,0.005228573
ID_-0.785_29.115_2021_00,23.659576
ID_-0.785_29.115_2021_01,32.157543
ID_-0.785_29.115_2021_02,32.719273
ID_-0.785_29.115_2021_03,32.58392
ID_-0.785_29.115_2021_04,33.719624
ID_-0.785_29.115_2021_05,35.664696
ID_-0.785_29.115_2021_06,33.862904
ID_-0.785_29.115_2021_07,34.74884
ID_-0.785_29.115_2021_08,35.22871
ID_-0.785_29.115_2021_09,29.629974
ID_-0.785_29.115_2021_10,35.402058
ID_-0.785_29.115_2021_11,35.86341
ID_-0.785_29.115_2021_12,35.930855
ID_-0.785_29.115_2021_13,36.091244
ID_-0.785_29.115_2021_14,35.9012
ID_-0.785_29.115_2021_15,34.595837
ID_-0.785_29.115_2021_16,34.038387
ID_-0.785_29.115_2021_17,30.922878
ID_-0.785_29.115_2021_18,33.178364
ID_-0.785_29.115_2021_19,31.43655
ID_-0.785_29.115_2021_20,32.410625
ID_-0.785_29.115_2021_21,33.32645
ID_-0.785_29.115_2021_22,34.350914
ID_-0.785_29.115_2021_23,32.156036
ID_-0.785_29.115_2021_24,31.460327
ID_-0.785_29.115_2021_25,31.060688
ID_-0.785_29.115_2021_26,30.642426
ID_-0.787_30.513_2021_00,2.9729466
ID_-0.787_30.513_2021_01,3.1825078
ID_-0.787_30.513_2021_02,3.254278
ID_-0.787_30.513_2021_03,3.207285
ID_-0.787_30.513_2021_04,3.2711797
ID_-0.787_30.513_2021_05,3.4490721
ID_-0.787_30.513_2021_06,3.5679224
ID_-0.787_30.513_2021_07,3.4150224
ID_-0.787_30.513_2021_08,3.2712357
ID_-0.787_30.513_2021_09,3.1936913
ID_-0.787_30.513_2021_10,3.7816641
ID_-0.787_30.513_2021_11,3.709574
ID_-0.787_30.513_2021_12,3.5196614
ID_-0.787_30.513_2021_13,3.3053613
ID_-0.787_30.513_2021_14,4.460235
ID_-0.787_30.513_2021_15,4.4768014
ID_-0.787_30.513_2021_16,4.2746177
ID_-0.787_30.513_2021_17,4.2005634
ID_-0.787_30.513_2021_18,4.286311
ID_-0.787_30.513_2021_19,4.015898
ID_-0.787_30.513_2021_20,4.0054317
ID_-0.787_30.513_2021_21,4.011433
ID_-0.787_30.513_2021_22,3.750854
ID_-0.787_30.513_2021_23,3.7333565
ID_-0.787_30.513_2021_24,3.7648814
ID_-0.787_30.513_2021_25,3.7541215
ID_-0.787_30.513_2021_26,3.6952758
ID_-0.793_30.607_2021_00,102.09842
ID_-0.793_30.607_2021_01,119.148094
ID_-0.793_30.607_2021_02,121.63468
ID_-0.793_30.607_2021_03,120.7024
ID_-0.793_30.607_2021_04,123.712395
ID_-0.793_30.607_2021_05,129.92741
ID_-0.793_30.607_2021_06,130.08891
ID_-0.793_30.607_2021_07,128.00247
ID_-0.793_30.607_2021_08,125.82997
ID_-0.793_30.607_2021_09,115.92608
ID_-0.793_30.607_2021_10,136.98798
ID_-0.793_30.607_2021_11,135.8948
ID_-0.793_30.607_2021_12,131.81116
ID_-0.793_30.607_2021_13,127.5815
ID_-0.793_30.607_2021_14,152.07932
ID_-0.793_30.607_2021_15,151.04442
ID_-0.793_30.607_2021_16,145.91504
ID_-0.793_30.607_2021_17,139.022
ID_-0.793_30.607_2021_18,144.81583
ID_-0.793_30.607_2021_19,136.59996
ID_-0.793_30.607_2021_20,137.95665
ID_-0.793_30.607_2021_21,139.3249
ID_-0.793_30.607_2021_22,136.04524
ID_-0.793_30.607_2021_23,132.84032
ID_-0.793_30.607_2021_24,132.64928
ID_-0.793_30.607_2021_25,131.55623
ID_-0.793_30.607_2021_26,129.59834
ID_-0.798_29.402_2021_00,0.40820712
ID_-0.798_29.402_2021_01,0.4388463
ID_-0.798_29.402_2021_02,0.42262548
ID_-0.798_29.402_2021_03,0.41267368
ID_-0.798_29.402_2021_04,0.41629073
ID_-0.798_29.402_2021_05,0.4165801
ID_-0.798_29.402_2021_06,0.41473776
ID_-0.798_29.402_2021_07,0.37460908
ID_-0.798_29.402_2021_08,0.39387652
ID_-0.798_29.402_2021_09,0.42886135
ID_-0.798_29.402_2021_10,0.4172001
ID_-0.798_29.402_2021_11,0.42937717
ID_-0.798_29.402_2021_12,0.43942934
ID_-0.798_29.402_2021_13,0.43536907
ID_-0.798_29.402_2021_14,0.45267215
ID_-0.798_29.402_2021_15,0.44586745
ID_-0.798_29.402_2021_16,0.4423228
ID_-0.798_29.402_2021_17,0.48465234
ID_-0.798_29.402_2021_18,0.4446729
ID_-0.798_29.402_2021_19,0.45255205
ID_-0.798_29.402_2021_20,0.46281418
ID_-0.798_29.402_2021_21,0.4749482
ID_-0.798_29.402_2021_22,0.5036801
ID_-0.798_29.402_2021_23,0.51028836
ID_-0.798_29.402_2021_24,0.53496414
ID_-0.798_29.402_2021_25,0.5608455
ID_-0.798_29.402_2021_26,0.56304914
ID_-0.799_29.201_2021_00,14.4662075
ID_-0.799_29.201_2021_01,18.458435
ID_-0.799_29.201_2021_02,18.733952
ID_-0.799_29.201_2021_03,18.801458
ID_-0.799_29.201_2021_04,19.312641
ID_-0.799_29.201_2021_05,19.905762
ID_-0.799_29.201_2021_06,19.253744
ID_-0.799_29.201_2021_07,19.435995
ID_-0.799_29.201_2021_08,19.833868
ID_-0.799_29.201_2021_09,17.420595
ID_-0.799_29.201_2021_10,20.011608
ID_-0.799_29.201_2021_11,20.120478
ID_-0.799_29.201_2021_12,20.105991
ID_-0.799_29.201_2021_13,20.228107
ID_-0.799_29.201_2021_14,20.304289
ID_-0.799_29.201_2021_15,20.014141
ID_-0.799_29.201_2021_16,19.751957
ID_-0.799_29.201_2021_17,18.066774
ID_-0.799_29.201_2021_18,19.339846
ID_-0.799_29.201_2021_19,18.650112
ID_-0.799_29.201_2021_20,19.215717
ID_-0.799_29.201_2021_21,19.606853
ID_-0.799_29.201_2021_22,20.650076
ID_-0.799_29.201_2021_23,19.92358
ID_-0.799_29.201_2021_24,19.793303
ID_-0.799_29.201_2021_25,19.535324
ID_-0.799_29.201_2021_26,19.300701
ID_-0.801_29.499_2021_00,0.1463787
ID_-0.801_29.499_2021_01,0.16677617
ID_-0.801_29.499_2021_02,0.1691306
