ID_LAT_LON_YEAR_WEEK,Location,WeekCount,date,emission,CommonTrend,Trend,emission_02
ID_-0.528_29.472_2021_31,-0.52829.472,137,2021-08-06,4.242746,45.18949034828128,4.5097628101857365,-0.2670168101857362
ID_-0.528_29.472_2021_32,-0.52829.472,138,2021-08-13,4.1555853,45.26848335619766,4.527726366149043,-0.37214106614904274
ID_-0.528_29.472_2021_33,-0.52829.472,139,2021-08-20,4.145157,45.34923542631123,4.545970254376407,-0.40081325437640647
ID_-0.528_29.472_2021_34,-0.52829.472,140,2021-08-27,4.1971345,45.431746558622,4.564494474867828,-0.3673599748678287
ID_-0.528_29.472_2021_35,-0.52829.472,141,2021-09-03,4.2012496,45.51601675312997,4.583299027623308,-0.3820494276233086
ID_-0.528_29.472_2021_36,-0.52829.472,142,2021-09-10,4.430612,45.602046009835135,4.602383912642845,-0.17177191264284541
ID_-0.528_29.472_2021_37,-0.52829.472,143,2021-09-17,4.552311,45.68983432873748,4.621749129926441,-0.06943812992644016
ID_-0.528_29.472_2021_38,-0.52829.472,144,2021-09-24,4.567295,45.77938170983704,4.641394679474094,-0.07409967947409424
ID_-0.528_29.472_2021_39,-0.52829.472,145,2021-10-01,4.4347153,45.870688153133784,4.661320561285805,-0.2266052612858056
ID_-0.528_29.472_2021_40,-0.52829.472,146,2021-10-08,4.4491944,45.963753658627724,4.681526775361574,-0.23233237536157425
ID_-0.528_29.472_2021_41,-0.52829.472,147,2021-10-15,4.4154677,46.058578226318865,4.702013321701401,-0.28654562170140085
ID_-0.528_29.472_2021_42,-0.52829.472,148,2021-10-22,4.437061,46.155161856207194,4.7227802003052854,-0.2857192003052855
ID_-0.528_29.472_2021_43,-0.52829.472,149,2021-10-29,4.542092,46.253504548292725,4.7438274111732275,-0.20173541117322724
ID_-0.528_29.472_2021_44,-0.52829.472,150,2021-11-05,4.601799,46.35360630257544,4.765154954305228,-0.16335595430522787
ID_-0.528_29.472_2021_45,-0.52829.472,151,2021-11-12,4.6109285,46.45546711905536,4.786762829701286,-0.17583432970128587
ID_-0.528_29.472_2021_46,-0.52829.472,152,2021-11-19,4.6076536,46.55908699773248,4.808651037361402,-0.2009974373614023
ID_-0.528_29.472_2021_47,-0.52829.472,153,2021-11-26,4.6329803,46.66446593860678,4.830819577285576,-0.19783927728557593
ID_-0.528_29.472_2021_48,-0.52829.472,154,2021-12-03,4.770357,46.771603941678286,4.853268449473807,-0.08291144947380769
ID_-0.528_29.472_2021_49,-0.52829.472,155,2021-12-10,4.71828,46.880501006946986,4.875997653926097,-0.15771765392609716
ID_-0.528_29.472_2021_50,-0.52829.472,156,2021-12-17,4.683615,46.99115713441288,4.899007190642444,-0.21539219064244453
ID_-0.528_29.472_2021_51,-0.52829.472,157,2021-12-24,4.450044,47.10357232407597,4.922297059622849,-0.47225305962284914
ID_-0.528_29.472_2021_52,-0.52829.472,158,2021-12-31,4.318747,47.21774657593625,4.945867260867312,-0.6271202608673123
ID_-0.547_29.653_2021_16,-0.54729.653,122,2021-04-23,0.60106367,44.215682693199014,0.5694619422547742,0.03160172774522585
ID_-0.547_29.653_2021_17,-0.54729.653,123,2021-04-30,0.54224026,44.268289768157466,0.5694773166671415,-0.02723705666714149
ID_-0.547_29.653_2021_18,-0.54729.653,124,2021-05-07,0.5819081,44.32265590531311,0.5694959888376342,0.012412111162365846
ID_-0.547_29.653_2021_19,-0.54729.653,125,2021-05-14,0.57598,44.378781104665954,0.5695179587662524,0.006462041233747606
ID_-0.547_29.653_2021_20,-0.54729.653,126,2021-05-21,0.59172064,44.43666536621599,0.5695432264529962,0.022177413547003866
ID_-0.547_29.653_2021_21,-0.54729.653,127,2021-05-28,0.59454054,44.49630868996322,0.5695717918978654,0.024968748102134564
ID_-0.547_29.653_2021_22,-0.54729.653,128,2021-06-04,0.64044905,44.557711075907655,0.5696036551008601,0.07084539489913988
ID_-0.547_29.653_2021_23,-0.54729.653,129,2021-06-11,0.6485794,44.620872524049275,0.5696388160619802,0.07894058393801984
ID_-0.547_29.653_2021_24,-0.54729.653,130,2021-06-18,0.65812427,44.68579303438809,0.5696772747812259,0.08844699521877408
ID_-0.547_29.653_2021_25,-0.54729.653,131,2021-06-25,0.64693964,44.7524726069241,0.569719031258597,0.07722060874140302
ID_-0.547_29.653_2021_26,-0.54729.653,132,2021-07-02,0.63974786,44.82091124165731,0.5697640854940936,0.06998377450590632
ID_-0.547_29.653_2021_27,-0.54729.653,133,2021-07-09,0.63790256,44.89110893858771,0.5698124374877158,0.06809012251228419
ID_-0.547_29.653_2021_28,-0.54729.653,134,2021-07-16,0.61583227,44.963065697715315,0.5698640872394635,0.04596818276053649
ID_-0.547_29.653_2021_29,-0.54729.653,135,2021-07-23,0.6270231,45.036781519040105,0.5699190347493366,0.05710406525066347
ID_-0.547_29.653_2021_30,-0.54729.653,136,2021-07-30,0.61050636,45.112256402562096,0.5699772800173352,0.04052907998266486
ID_-0.547_29.653_2021_31,-0.54729.653,137,2021-08-06,0.6950198,45.18949034828128,0.5700388230434591,0.12498097695654087
ID_-0.547_29.653_2021_32,-0.54729.653,138,2021-08-13,0.672869,45.26848335619766,0.5701036638277087,0.10276533617229133
ID_-0.547_29.653_2021_33,-0.54729.653,139,2021-08-20,0.67126006,45.34923542631123,0.5701718023700838,0.10108825762991624
ID_-0.547_29.653_2021_34,-0.54729.653,140,2021-08-27,0.657959,45.431746558622,0.5702432386705844,0.08771576132941561
ID_-0.547_29.653_2021_35,-0.54729.653,141,2021-09-03,0.66681886,45.51601675312997,0.5703179727292104,0.09650088727078965
ID_-0.547_29.653_2021_36,-0.54729.653,142,2021-09-10,0.68421936,45.602046009835135,0.570396004545962,0.1138233554540381
ID_-0.547_29.653_2021_37,-0.54729.653,143,2021-09-17,0.6937393,45.68983432873748,0.5704773341208389,0.12326196587916105
ID_-0.547_29.653_2021_38,-0.54729.653,144,2021-09-24,0.6734191,45.77938170983704,0.5705619614538414,0.10285713854615863
ID_-0.547_29.653_2021_39,-0.54729.653,145,2021-10-01,0.64237034,45.870688153133784,0.5706498865449694,0.07172045345503064
ID_-0.547_29.653_2021_40,-0.54729.653,146,2021-10-08,0.61889565,45.963753658627724,0.5707411093942228,0.048154540605777174
ID_-0.547_29.653_2021_41,-0.54729.653,147,2021-10-15,0.62947446,46.058578226318865,0.5708356300016018,0.0586388299983982
ID_-0.547_29.653_2021_42,-0.54729.653,148,2021-10-22,0.63468456,46.155161856207194,0.5709334483671062,0.06375111163289371
ID_-0.547_29.653_2021_43,-0.54729.653,149,2021-10-29,0.6392885,46.253504548292725,0.5710345644907362,0.06825393550926384
ID_-0.547_29.653_2021_44,-0.54729.653,150,2021-11-05,0.6252988,46.35360630257544,0.5711389783724916,0.05415982162750843
ID_-0.547_29.653_2021_45,-0.54729.653,151,2021-11-12,0.6366474,46.45546711905536,0.5712466900123726,0.06540070998762737
ID_-0.547_29.653_2021_46,-0.54729.653,152,2021-11-19,0.6345614,46.55908699773248,0.5713576994103791,0.06320370058962099
ID_-0.547_29.653_2021_47,-0.54729.653,153,2021-11-26,0.6562257,46.66446593860678,0.5714720065665108,0.08475369343348926
ID_-0.547_29.653_2021_48,-0.54729.653,154,2021-12-03,0.63959867,46.771603941678286,0.5715896114807681,0.06800905851923189
ID_-0.547_29.653_2021_49,-0.54729.653,155,2021-12-10,0.6333557,46.880501006946986,0.5717105141531511,0.06164518584684886
ID_-0.547_29.653_2021_50,-0.54729.653,156,2021-12-17,0.61826855,46.99115713441288,0.5718347145836594,0.04643383541634061
ID_-0.547_29.653_2021_51,-0.54729.653,157,2021-12-24,0.6091281,47.10357232407597,0.5719622127722933,0.03716588722770664
ID_-0.547_29.653_2021_52,-0.54729.653,158,2021-12-31,0.57529217,47.21774657593625,0.5720930087190527,0.003199161280947327
ID_-0.569_30.031_2021_16,-0.56930.031,122,2021-04-23,128.99937,44.215682693199014,115.20631833691239,13.79305166308761
ID_-0.569_30.031_2021_17,-0.56930.031,123,2021-04-30,123.11452,44.268289768157466,115.32985884653496,7.784661153465038
ID_-0.569_30.031_2021_18,-0.56930.031,124,2021-05-07,128.12161,44.32265590531311,115.45620769151888,12.66540230848112
ID_-0.569_30.031_2021_19,-0.56930.031,125,2021-05-14,120.802666,44.378781104665954,115.58536487186413,5.2173011281358725
ID_-0.569_30.031_2021_20,-0.56930.031,126,2021-05-21,121.88592,44.43666536621599,115.7173303875707,6.168589612429301
ID_-0.569_30.031_2021_21,-0.56930.031,127,2021-05-28,122.99033,44.49630868996322,115.85210423863859,7.1382257613614115
ID_-0.569_30.031_2021_22,-0.56930.031,128,2021-06-04,119.75377,44.557711075907655,115.9896864250678,3.764083574932201
ID_-0.569_30.031_2021_23,-0.56930.031,129,2021-06-11,117.14909,44.620872524049275,116.13007694685834,1.0190130531416628
ID_-0.569_30.031_2021_24,-0.56930.031,130,2021-06-18,117.07072,44.68579303438809,116.2732758040102,0.7974441959897973
ID_-0.569_30.031_2021_25,-0.56930.031,131,2021-06-25,116.109825,44.7524726069241,116.41928299652338,-0.3094579965233777
ID_-0.569_30.031_2021_26,-0.56930.031,132,2021-07-02,114.36686,44.82091124165731,116.56809852439788,-2.20123852439788
ID_-0.569_30.031_2021_27,-0.56930.031,133,2021-07-09,110.89604,44.89110893858771,116.71972238763371,-5.82368238763371
ID_-0.569_30.031_2021_28,-0.56930.031,134,2021-07-16,108.7214,44.963065697715315,116.87415458623086,-8.152754586230856
ID_-0.569_30.031_2021_29,-0.56930.031,135,2021-07-23,107.7306,45.036781519040105,117.03139512018934,-9.300795120189349
ID_-0.569_30.031_2021_30,-0.56930.031,136,2021-07-30,108.066605,45.112256402562096,117.19144398950914,-9.124838989509144
ID_-0.569_30.031_2021_31,-0.56930.031,137,2021-08-06,120.79888,45.18949034828128,117.35430119419026,3.4445788058097406
ID_-0.569_30.031_2021_32,-0.56930.031,138,2021-08-13,117.65928,45.26848335619766,117.51996673423271,0.1393132657672851
ID_-0.569_30.031_2021_33,-0.56930.031,139,2021-08-20,118.02089,45.34923542631123,117.68844060963647,0.3324493903635215
ID_-0.569_30.031_2021_34,-0.56930.031,140,2021-08-27,119.1111,45.431746558622,117.85972282040157,1.2513771795984212
ID_-0.569_30.031_2021_35,-0.56930.031,141,2021-09-03,120.241875,45.51601675312997,118.03381336652798,2.2080616334720133
ID_-0.569_30.031_2021_36,-0.56930.031,142,2021-09-10,127.23051,45.602046009835135,118.21071224801571,9.019797751984285
ID_-0.569_30.031_2021_37,-0.56930.031,143,2021-09-17,130.5621,45.68983432873748,118.39041946486476,12.171680535135224
ID_-0.569_30.031_2021_38,-0.56930.031,144,2021-09-24,133.16748,45.77938170983704,118.57293501707515,14.594544982924859
ID_-0.569_30.031_2021_39,-0.56930.031,145,2021-10-01,123.10628,45.870688153133784,118.75825890464687,4.348021095353133
ID_-0.569_30.031_2021_40,-0.56930.031,146,2021-10-08,123.76277,45.963753658627724,118.9463911275799,4.816378872420103
ID_-0.569_30.031_2021_41,-0.56930.031,147,2021-10-15,128.29604,46.058578226318865,119.13733168587424,9.15870831412576
ID_-0.569_30.031_2021_42,-0.56930.031,148,2021-10-22,132.2495,46.155161856207194,119.33108057952992,12.918419420470087
ID_-0.569_30.031_2021_43,-0.56930.031,149,2021-10-29,133.92606,46.253504548292725,119.52763780854693,14.39842219145308
ID_-0.569_30.031_2021_44,-0.56930.031,150,2021-11-05,122.31718,46.35360630257544,119.72700337292525,2.59017662707474
ID_-0.569_30.031_2021_45,-0.56930.031,151,2021-11-12,125.74623,46.45546711905536,119.9291772726649,5.817052727335096
ID_-0.569_30.031_2021_46,-0.56930.031,152,2021-11-19,125.857475,46.55908699773248,120.13415950776587,5.723315492234121
ID_-0.569_30.031_2021_47,-0.56930.031,153,2021-11-26,131.87827,46.66446593860678,120.34195007822817,11.53631992177182
ID_-0.569_30.031_2021_48,-0.56930.031,154,2021-12-03,116.86594,46.771603941678286,120.55254898405178,-3.6866089840517873
ID_-0.569_30.031_2021_49,-0.56930.031,155,2021-12-10,116.53773,46.880501006946986,120.76595622523674,-4.228226225236739
ID_-0.569_30.031_2021_50,-0.56930.031,156,2021-12-17,116.17604,46.99115713441288,120.982171801783,-4.806131801782996
ID_-0.569_30.031_2021_51,-0.56930.031,157,2021-12-24,115.05384,47.10357232407597,121.20119571369058,-6.147355713690587
ID_-0.569_30.031_2021_52,-0.56930.031,158,2021-12-31,110.3309,47.21774657593625,121.42302796095949,-11.092127960959488
ID_-0.598_29.102_2021_16,-0.59829.102,122,2021-04-23,0.092230655,44.215682693199014,0.08722559939269717,0.005005055607302827
ID_-0.598_29.102_2021_17,-0.59829.102,123,2021-04-30,0.08328582,44.268289768157466,0.08722730669873673,-0.003941486698736729
ID_-0.598_29.102_2021_18,-0.59829.102,124,2021-05-07,0.08931254,44.32265590531311,0.08722950431348282,0.0020830356865171734
ID_-0.598_29.102_2021_19,-0.59829.102,125,2021-05-14,0.08832832,44.378781104665954,0.08723219223693546,0.0010961277630645444
ID_-0.598_29.102_2021_20,-0.59829.102,126,2021-05-21,0.09070341,44.43666536621599,0.08723537046909462,0.0034680395309053813
ID_-0.598_29.102_2021_21,-0.59829.102,127,2021-05-28,0.09113068,44.49630868996322,0.08723903900996033,0.003891640990039677
ID_-0.598_29.102_2021_22,-0.59829.102,128,2021-06-04,0.0979741,44.557711075907655,0.08724319785953256,0.01073090214046743
ID_-0.598_29.102_2021_23,-0.59829.102,129,2021-06-11,0.09919674,44.620872524049275,0.08724784701781134,0.011948892982188666
ID_-0.598_29.102_2021_24,-0.59829.102,130,2021-06-18,0.100647695,44.68579303438809,0.08725298648479665,0.013394708515203343
ID_-0.598_29.102_2021_25,-0.59829.102,131,2021-06-25,0.09895184,44.7524726069241,0.08725861626048849,0.01169322373951151
ID_-0.598_29.102_2021_26,-0.59829.102,132,2021-07-02,0.097845644,44.82091124165731,0.08726473634488688,0.010580907655113117
ID_-0.598_29.102_2021_27,-0.59829.102,133,2021-07-09,0.09756728,44.89110893858771,0.0872713467379918,0.0102959332620082
ID_-0.598_29.102_2021_28,-0.59829.102,134,2021-07-16,0.09420107,44.963065697715315,0.08727844743980326,0.0069226225601967395
ID_-0.598_29.102_2021_29,-0.59829.102,135,2021-07-23,0.09590167,45.036781519040105,0.08728603845032125,0.008615631549678746
ID_-0.598_29.102_2021_30,-0.59829.102,136,2021-07-30,0.093387924,45.112256402562096,0.08729411976954578,0.0060938042304542195
ID_-0.598_29.102_2021_31,-0.59829.102,137,2021-08-06,0.106362686,45.18949034828128,0.08730269139747684,0.019059994602523153
ID_-0.598_29.102_2021_32,-0.59829.102,138,2021-08-13,0.10297455,45.26848335619766,0.08731175333411444,0.01566279666588556
ID_-0.598_29.102_2021_33,-0.59829.102,139,2021-08-20,0.102739014,45.34923542631123,0.08732130557945857,0.015417708420541437
ID_-0.598_29.102_2021_34,-0.59829.102,140,2021-08-27,0.10073186,45.431746558622,0.08733134813350925,0.013400511866490758
ID_-0.598_29.102_2021_35,-0.59829.102,141,2021-09-03,0.10209135,45.51601675312997,0.08734188099626645,0.014749469003733542
ID_-0.598_29.102_2021_36,-0.59829.102,142,2021-09-10,0.10478926,45.602046009835135,0.08735290416773019,0.01743635583226981
ID_-0.598_29.102_2021_37,-0.59829.102,143,2021-09-17,0.1062605,45.68983432873748,0.08736441764790047,0.018896082352099525
ID_-0.598_29.102_2021_38,-0.59829.102,144,2021-09-24,0.10322314,45.77938170983704,0.08737642143677729,0.015846718563222714
ID_-0.598_29.102_2021_39,-0.59829.102,145,2021-10-01,0.09836671,45.870688153133784,0.08738891553436065,0.010977794465639346
ID_-0.598_29.102_2021_40,-0.59829.102,146,2021-10-08,0.09482031,45.963753658627724,0.08740189994065052,0.007418410059349484
ID_-0.598_29.102_2021_41,-0.59829.102,147,2021-10-15,0.0965037,46.058578226318865,0.08741537465564696,0.00908832534435304
ID_-0.598_29.102_2021_42,-0.59829.102,148,2021-10-22,0.097353205,46.155161856207194,0.08742933967934992,0.00992386532065008
ID_-0.598_29.102_2021_43,-0.59829.102,149,2021-10-29,0.09805609,46.253504548292725,0.0874437950117594,0.010612294988240595
ID_-0.598_29.102_2021_44,-0.59829.102,150,2021-11-05,0.09569818,46.35360630257544,0.08745874065287543,0.008239439347124566
ID_-0.598_29.102_2021_45,-0.59829.102,151,2021-11-12,0.09747045,46.45546711905536,0.087474176602698,0.009996273397301997
ID_-0.598_29.102_2021_46,-0.59829.102,152,2021-11-19,0.09715725,46.55908699773248,0.0874901028612271,0.009667147138772897
ID_-0.598_29.102_2021_47,-0.59829.102,153,2021-11-26,0.100530155,46.66446593860678,0.08750651942846274,0.013023635571537254
ID_-0.598_29.102_2021_48,-0.59829.102,154,2021-12-03,0.097722866,46.771603941678286,0.08752342630440492,0.010199439695595086
ID_-0.598_29.102_2021_49,-0.59829.102,155,2021-12-10,0.096783586,46.880501006946986,0.08754082348905363,0.00924276251094637
ID_-0.598_29.102_2021_50,-0.59829.102,156,2021-12-17,0.0945018,46.99115713441288,0.08755871098240887,0.0069430890175911225
ID_-0.598_29.102_2021_51,-0.59829.102,157,2021-12-24,0.09314872,47.10357232407597,0.08757708878447065,0.005571631215529352
ID_-0.598_29.102_2021_52,-0.59829.102,158,2021-12-31,0.08797792,47.21774657593625,0.08759595689523898,0.00038196310476101836
ID_-0.604_29.896_2021_16,-0.60429.896,122,2021-04-23,76.97516,44.215682693199014,68.92747054416724,8.047689455832767
ID_-0.604_29.896_2021_17,-0.60429.896,123,2021-04-30,73.38874,44.268289768157466,68.99787074589811,4.3908692541018866
ID_-0.604_29.896_2021_18,-0.60429.896,124,2021-05-07,76.27909,44.32265590531311,69.07064846777641,7.208441532223588
ID_-0.604_29.896_2021_19,-0.60429.896,125,2021-05-14,72.0244,44.378781104665954,69.14580370980212,2.8785962901978763
ID_-0.604_29.896_2021_20,-0.60429.896,126,2021-05-21,72.852036,44.43666536621599,69.22333647197526,3.6286995280247396
ID_-0.604_29.896_2021_21,-0.60429.896,127,2021-05-28,73.73521,44.49630868996322,69.30324675429581,4.431963245704182
ID_-0.604_29.896_2021_22,-0.60429.896,128,2021-06-04,72.25502,44.557711075907655,69.38553455676377,2.869485443236229
ID_-0.604_29.896_2021_23,-0.60429.896,129,2021-06-11,70.28154,44.620872524049275,69.47019987937917,0.8113401206208408
ID_-0.604_29.896_2021_24,-0.60429.896,130,2021-06-18,70.13368,44.68579303438809,69.55724272214198,0.5764372778580196
ID_-0.604_29.896_2021_25,-0.60429.896,131,2021-06-25,69.69506,44.7524726069241,69.64666308505221,0.048396914947787195
ID_-0.604_29.896_2021_26,-0.60429.896,132,2021-07-02,68.70578,44.82091124165731,69.73846096810986,-1.032680968109858
ID_-0.604_29.896_2021_27,-0.60429.896,133,2021-07-09,66.91103,44.89110893858771,69.83263637131493,-2.9216063713149367
ID_-0.604_29.896_2021_28,-0.60429.896,134,2021-07-16,65.95489,44.963065697715315,69.92918929466742,-3.974299294667418
ID_-0.604_29.896_2021_29,-0.60429.896,135,2021-07-23,65.00018,45.036781519040105,70.02811973816733,-5.027939738167333
ID_-0.604_29.896_2021_30,-0.60429.896,136,2021-07-30,65.682846,45.112256402562096,70.12942770181466,-4.446581701814665
ID_-0.604_29.896_2021_31,-0.60429.896,137,2021-08-06,72.57488,45.18949034828128,70.23311318560941,2.3417668143905814
ID_-0.604_29.896_2021_32,-0.60429.896,138,2021-08-13,70.912125,45.26848335619766,70.33917618955158,0.5729488104484233
ID_-0.604_29.896_2021_33,-0.60429.896,139,2021-08-20,71.110504,45.34923542631123,70.44761671364117,0.6628872863588384
ID_-0.604_29.896_2021_34,-0.60429.896,140,2021-08-27,72.03981,45.431746558622,70.55843475787817,1.4813752421218283
ID_-0.604_29.896_2021_35,-0.60429.896,141,2021-09-03,72.496315,45.51601675312997,70.6716303222626,1.8246846777373946
ID_-0.604_29.896_2021_36,-0.60429.896,142,2021-09-10,76.71261,45.602046009835135,70.78720340679445,5.925406593205551
ID_-0.604_29.896_2021_37,-0.60429.896,143,2021-09-17,78.711136,45.68983432873748,70.90515401147371,7.805981988526284
ID_-0.604_29.896_2021_38,-0.60429.896,144,2021-09-24,80.36626,45.77938170983704,71.0254821363004,9.3407778636996
ID_-0.604_29.896_2021_39,-0.60429.896,145,2021-10-01,75.13841,45.870688153133784,71.14818778127452,3.990222218725478
ID_-0.604_29.896_2021_40,-0.60429.896,146,2021-10-08,75.62055,45.963753658627724,71.27327094639604,4.347279053603955
ID_-0.604_29.896_2021_41,-0.60429.896,147,2021-10-15,77.81366,46.058578226318865,71.40073163166498,6.412928368335017
ID_-0.604_29.896_2021_42,-0.60429.896,148,2021-10-22,79.96824,46.155161856207194,71.53056983708134,8.43767016291865
ID_-0.604_29.896_2021_43,-0.60429.896,149,2021-10-29,81.1396,46.253504548292725,71.66278556264513,9.476814437354875
ID_-0.604_29.896_2021_44,-0.60429.896,150,2021-11-05,75.17182,46.35360630257544,71.79737880835633,3.374441191643669
