ID_LAT_LON_YEAR_WEEK,Location_week_no_enc,year
ID_-0.528_29.472_2020_38,4.3882870333333335,2020.0
ID_-0.528_29.472_2020_39,4.261714766666667,2020.0
ID_-0.528_29.472_2020_40,4.267502166666667,2020.0
ID_-0.528_29.472_2020_41,4.2527879,2020.0
ID_-0.528_29.472_2020_42,4.385155233333333,2020.0
ID_-0.528_29.472_2020_43,4.4992426666666665,2020.0
ID_-0.528_29.472_2020_44,4.4855561,2020.0
ID_-0.528_29.472_2020_45,4.4976918333333336,2020.0
ID_-0.528_29.472_2020_46,4.5122010333333336,2020.0
ID_-0.528_29.472_2020_47,4.535128666666666,2020.0
ID_-0.528_29.472_2020_48,4.518470099999999,2020.0
ID_-0.528_29.472_2020_49,4.5734541,2020.0
ID_-0.528_29.472_2020_50,4.585223466666666,2020.0
ID_-0.528_29.472_2020_51,4.255349266666667,2020.0
ID_-0.528_29.472_2020_52,4.216588466666667,2020.0
ID_-0.547_29.653_2019_00,0.4851993433333333,2019.0
ID_-0.547_29.653_2019_01,0.5271594333333334,2019.0
ID_-0.547_29.653_2019_02,0.54202649,2019.0
ID_-0.547_29.653_2019_03,0.55052522,2019.0
ID_-0.547_29.653_2019_04,0.5572229466666667,2019.0
ID_-0.547_29.653_2019_05,0.5567806533333334,2019.0
ID_-0.547_29.653_2019_06,0.5583330333333333,2019.0
ID_-0.547_29.653_2019_07,0.5561526166666666,2019.0
ID_-0.547_29.653_2019_08,0.56068031,2019.0
ID_-0.547_29.653_2019_09,0.5592715666666667,2019.0
ID_-0.547_29.653_2019_10,0.5645611333333332,2019.0
ID_-0.547_29.653_2019_11,0.564147615,2019.0
ID_-0.547_29.653_2019_12,0.5654983549999999,2019.0
ID_-0.547_29.653_2019_13,0.545492425,2019.0
ID_-0.547_29.653_2019_14,0.597002595,2019.0
ID_-0.547_29.653_2019_15,0.594206985,2019.0
ID_-0.547_29.653_2019_16,0.596985635,2019.0
ID_-0.547_29.653_2019_17,0.570381165,2019.0
ID_-0.547_29.653_2019_18,0.594837335,2019.0
ID_-0.547_29.653_2019_19,0.59540292,2019.0
ID_-0.547_29.653_2019_20,0.5993225,2019.0
ID_-0.547_29.653_2019_21,0.59688007,2019.0
ID_-0.547_29.653_2019_22,0.626163095,2019.0
ID_-0.547_29.653_2019_23,0.6286088000000001,2019.0
ID_-0.547_29.653_2019_24,0.64030406,2019.0
ID_-0.547_29.653_2019_25,0.63356927,2019.0
ID_-0.547_29.653_2019_26,0.6434417299999999,2019.0
ID_-0.547_29.653_2019_27,0.63569068,2019.0
ID_-0.547_29.653_2019_28,0.623203585,2019.0
ID_-0.547_29.653_2019_29,0.628725975,2019.0
ID_-0.547_29.653_2019_30,0.618454905,2019.0
ID_-0.547_29.653_2019_31,0.67894895,2019.0
ID_-0.547_29.653_2019_32,0.6692748850000001,2019.0
ID_-0.547_29.653_2019_33,0.66323023,2019.0
ID_-0.547_29.653_2019_34,0.6565493,2019.0
ID_-0.547_29.653_2019_35,0.6770336833333334,2019.0
ID_-0.547_29.653_2019_36,0.6712787066666667,2019.0
ID_-0.547_29.653_2019_37,0.67049052,2019.0
ID_-0.547_29.653_2019_38,0.6669448666666667,2019.0
ID_-0.547_29.653_2019_39,0.6501600966666667,2019.0
ID_-0.547_29.653_2019_40,0.62072143,2019.0
ID_-0.547_29.653_2019_41,0.6212020866666667,2019.0
ID_-0.547_29.653_2019_42,0.62260192,2019.0
ID_-0.547_29.653_2019_43,0.62086595,2019.0
ID_-0.547_29.653_2019_44,0.5959917466666667,2019.0
ID_-0.547_29.653_2019_45,0.6072142766666667,2019.0
ID_-0.547_29.653_2019_46,0.6120566466666667,2019.0
ID_-0.547_29.653_2019_47,0.6293495966666667,2019.0
ID_-0.547_29.653_2019_48,0.5985196033333334,2019.0
ID_-0.547_29.653_2019_49,0.5910219333333333,2019.0
ID_-0.547_29.653_2019_50,0.59562415,2019.0
ID_-0.547_29.653_2019_51,0.5650474966666666,2019.0
ID_-0.547_29.653_2019_52,0.54709569,2019.0
ID_-0.547_29.653_2020_00,0.4851993433333333,2020.0
ID_-0.547_29.653_2020_01,0.5271594333333334,2020.0
ID_-0.547_29.653_2020_02,0.54202649,2020.0
ID_-0.547_29.653_2020_03,0.55052522,2020.0
ID_-0.547_29.653_2020_04,0.5572229466666667,2020.0
ID_-0.547_29.653_2020_05,0.5567806533333334,2020.0
ID_-0.547_29.653_2020_06,0.5583330333333333,2020.0
ID_-0.547_29.653_2020_07,0.5561526166666666,2020.0
ID_-0.547_29.653_2020_08,0.56068031,2020.0
ID_-0.547_29.653_2020_09,0.5592715666666667,2020.0
ID_-0.547_29.653_2020_10,0.5645611333333332,2020.0
ID_-0.547_29.653_2020_35,0.6770336833333334,2020.0
ID_-0.547_29.653_2020_36,0.6712787066666667,2020.0
ID_-0.547_29.653_2020_37,0.67049052,2020.0
ID_-0.547_29.653_2020_38,0.6669448666666667,2020.0
ID_-0.547_29.653_2020_39,0.6501600966666667,2020.0
ID_-0.547_29.653_2020_40,0.62072143,2020.0
ID_-0.547_29.653_2020_41,0.6212020866666667,2020.0
ID_-0.547_29.653_2020_42,0.62260192,2020.0
ID_-0.547_29.653_2020_43,0.62086595,2020.0
ID_-0.547_29.653_2020_44,0.5959917466666667,2020.0
ID_-0.547_29.653_2020_45,0.6072142766666667,2020.0
ID_-0.547_29.653_2020_46,0.6120566466666667,2020.0
ID_-0.547_29.653_2020_47,0.6293495966666667,2020.0
ID_-0.547_29.653_2020_48,0.5985196033333334,2020.0
ID_-0.547_29.653_2020_49,0.5910219333333333,2020.0
ID_-0.547_29.653_2020_50,0.59562415,2020.0
ID_-0.547_29.653_2020_51,0.5650474966666666,2020.0
ID_-0.547_29.653_2020_52,0.54709569,2020.0
ID_-0.569_30.031_2019_00,96.73580833333334,2019.0
ID_-0.569_30.031_2019_01,106.00721333333333,2019.0
ID_-0.569_30.031_2019_02,108.94668366666669,2019.0
ID_-0.569_30.031_2019_03,109.72231333333332,2019.0
ID_-0.569_30.031_2019_04,111.004877,2019.0
ID_-0.569_30.031_2019_05,115.33032466666668,2019.0
ID_-0.569_30.031_2019_06,114.62379,2019.0
ID_-0.569_30.031_2019_07,112.694665,2019.0
ID_-0.569_30.031_2019_08,111.62197866666666,2019.0
ID_-0.569_30.031_2019_09,115.34423,2019.0
ID_-0.569_30.031_2019_10,117.60254166666664,2019.0
ID_-0.569_30.031_2019_11,118.234445,2019.0
ID_-0.569_30.031_2019_12,116.27797,2019.0
ID_-0.569_30.031_2019_13,110.05892,2019.0
ID_-0.569_30.031_2019_14,134.901355,2019.0
ID_-0.569_30.031_2019_15,129.97093,2019.0
ID_-0.569_30.031_2019_16,126.602663,2019.0
ID_-0.569_30.031_2019_17,128.68226,2019.0
ID_-0.569_30.031_2019_18,130.29041,2019.0
ID_-0.569_30.031_2019_19,125.773663,2019.0
ID_-0.569_30.031_2019_20,123.6437125,2019.0
ID_-0.569_30.031_2019_21,117.62762,2019.0
ID_-0.569_30.031_2019_22,116.927745,2019.0
ID_-0.569_30.031_2019_23,115.6166975,2019.0
ID_-0.569_30.031_2019_24,115.644855,2019.0
ID_-0.569_30.031_2019_25,114.7837905,2019.0
ID_-0.569_30.031_2019_26,114.6820225,2019.0
ID_-0.569_30.031_2019_27,112.1987525,2019.0
ID_-0.569_30.031_2019_28,110.60893,2019.0
ID_-0.569_30.031_2019_29,109.7043425,2019.0
ID_-0.569_30.031_2019_30,109.7927175,2019.0
ID_-0.569_30.031_2019_31,119.5631475,2019.0
ID_-0.569_30.031_2019_32,118.498005,2019.0
ID_-0.569_30.031_2019_33,117.992815,2019.0
ID_-0.569_30.031_2019_34,118.5165525,2019.0
ID_-0.569_30.031_2019_35,125.07171833333332,2019.0
ID_-0.569_30.031_2019_36,126.25848,2019.0
ID_-0.569_30.031_2019_37,127.95017,2019.0
ID_-0.569_30.031_2019_38,130.05425533333334,2019.0
ID_-0.569_30.031_2019_39,126.44729666666666,2019.0
ID_-0.569_30.031_2019_40,122.51587666666668,2019.0
ID_-0.569_30.031_2019_41,125.77989666666667,2019.0
ID_-0.569_30.031_2019_42,128.95505333333332,2019.0
ID_-0.569_30.031_2019_43,133.46115666666665,2019.0
ID_-0.569_30.031_2019_44,118.61378133333334,2019.0
ID_-0.569_30.031_2019_45,121.91114666666664,2019.0
ID_-0.569_30.031_2019_46,123.54896033333334,2019.0
ID_-0.569_30.031_2019_47,128.97148,2019.0
ID_-0.569_30.031_2019_48,117.95740333333332,2019.0
ID_-0.569_30.031_2019_49,112.27897333333333,2019.0
ID_-0.569_30.031_2019_50,114.62798666666669,2019.0
ID_-0.569_30.031_2019_51,109.45726466666667,2019.0
ID_-0.569_30.031_2019_52,109.03860000000002,2019.0
ID_-0.569_30.031_2020_00,96.73580833333334,2020.0
ID_-0.569_30.031_2020_01,106.00721333333333,2020.0
ID_-0.569_30.031_2020_02,108.94668366666669,2020.0
ID_-0.569_30.031_2020_03,109.72231333333332,2020.0
ID_-0.569_30.031_2020_04,111.004877,2020.0
ID_-0.569_30.031_2020_05,115.33032466666668,2020.0
ID_-0.569_30.031_2020_06,114.62379,2020.0
ID_-0.569_30.031_2020_07,112.694665,2020.0
ID_-0.569_30.031_2020_08,111.62197866666666,2020.0
ID_-0.569_30.031_2020_09,115.34423,2020.0
ID_-0.569_30.031_2020_10,117.60254166666664,2020.0
ID_-0.569_30.031_2020_35,125.07171833333332,2020.0
ID_-0.569_30.031_2020_36,126.25848,2020.0
ID_-0.569_30.031_2020_37,127.95017,2020.0
ID_-0.569_30.031_2020_38,130.05425533333334,2020.0
ID_-0.569_30.031_2020_39,126.44729666666666,2020.0
ID_-0.569_30.031_2020_40,122.51587666666668,2020.0
ID_-0.569_30.031_2020_41,125.77989666666667,2020.0
ID_-0.569_30.031_2020_42,128.95505333333332,2020.0
ID_-0.569_30.031_2020_43,133.46115666666665,2020.0
ID_-0.569_30.031_2020_44,118.61378133333334,2020.0
ID_-0.569_30.031_2020_45,121.91114666666664,2020.0
ID_-0.569_30.031_2020_46,123.54896033333334,2020.0
ID_-0.569_30.031_2020_47,128.97148,2020.0
ID_-0.569_30.031_2020_48,117.95740333333332,2020.0
ID_-0.569_30.031_2020_49,112.27897333333333,2020.0
ID_-0.569_30.031_2020_50,114.62798666666669,2020.0
ID_-0.569_30.031_2020_51,109.45726466666667,2020.0
ID_-0.569_30.031_2020_52,109.03860000000002,2020.0
ID_-0.598_29.102_2019_00,0.0742777546666666,2019.0
ID_-0.598_29.102_2019_01,0.0806681763333333,2019.0
ID_-0.598_29.102_2019_02,0.08293782,2019.0
ID_-0.598_29.102_2019_03,0.0842325166666666,2019.0
ID_-0.598_29.102_2019_04,0.0852505233333333,2019.0
ID_-0.598_29.102_2019_05,0.0852830916666666,2019.0
ID_-0.598_29.102_2019_06,0.085513903,2019.0
ID_-0.598_29.102_2019_07,0.0851564546666666,2019.0
ID_-0.598_29.102_2019_08,0.0858112466666666,2019.0
ID_-0.598_29.102_2019_09,0.0856984186666666,2019.0
ID_-0.598_29.102_2019_10,0.0865157166666666,2019.0
ID_-0.598_29.102_2019_11,0.0864478049999999,2019.0
ID_-0.598_29.102_2019_12,0.086613475,2019.0
ID_-0.598_29.102_2019_13,0.0835321099999999,2019.0
ID_-0.598_29.102_2019_14,0.0916676449999999,2019.0
ID_-0.598_29.102_2019_15,0.091191723,2019.0
ID_-0.598_29.102_2019_16,0.0915539824999999,2019.0
ID_-0.598_29.102_2019_17,0.087560945,2019.0
ID_-0.598_29.102_2019_18,0.09127388,2019.0
ID_-0.598_29.102_2019_19,0.09129897,2019.0
ID_-0.598_29.102_2019_20,0.091851725,2019.0
ID_-0.598_29.102_2019_21,0.091405345,2019.0
ID_-0.598_29.102_2019_22,0.0957977449999999,2019.0
ID_-0.598_29.102_2019_23,0.096164725,2019.0
ID_-0.598_29.102_2019_24,0.0979351845,2019.0
ID_-0.598_29.102_2019_25,0.09690868,2019.0
ID_-0.598_29.102_2019_26,0.0984133,2019.0
ID_-0.598_29.102_2019_27,0.097238122,2019.0
ID_-0.598_29.102_2019_28,0.0953276899999999,2019.0
ID_-0.598_29.102_2019_29,0.096160205,2019.0
ID_-0.598_29.102_2019_30,0.094601374,2019.0
ID_-0.598_29.102_2019_31,0.1039067029999999,2019.0
ID_-0.598_29.102_2019_32,0.10243242,2019.0
ID_-0.598_29.102_2019_33,0.101512607,2019.0
ID_-0.598_29.102_2019_34,0.1005040849999999,2019.0
ID_-0.598_29.102_2019_35,0.1036851133333333,2019.0
ID_-0.598_29.102_2019_36,0.1028337166666666,2019.0
ID_-0.598_29.102_2019_37,0.1027373946666666,2019.0
ID_-0.598_29.102_2019_38,0.1022283786666666,2019.0
ID_-0.598_29.102_2019_39,0.0996479866666666,2019.0
ID_-0.598_29.102_2019_40,0.0951136083333333,2019.0
ID_-0.598_29.102_2019_41,0.0952432233333333,2019.0
ID_-0.598_29.102_2019_42,0.0954800069999999,2019.0
ID_-0.598_29.102_2019_43,0.0952677383333333,2019.0
ID_-0.598_29.102_2019_44,0.0912252853333333,2019.0
ID_-0.598_29.102_2019_45,0.09297565,2019.0
ID_-0.598_29.102_2019_46,0.0937325293333333,2019.0
ID_-0.598_29.102_2019_47,0.09643446,2019.0
ID_-0.598_29.102_2019_48,0.0915809486666666,2019.0
ID_-0.598_29.102_2019_49,0.0903368636666666,2019.0
ID_-0.598_29.102_2019_50,0.09106961,2019.0
ID_-0.598_29.102_2019_51,0.08642597,2019.0
ID_-0.598_29.102_2019_52,0.0837106333333333,2019.0
ID_-0.598_29.102_2020_00,0.0742777546666666,2020.0
ID_-0.598_29.102_2020_01,0.0806681763333333,2020.0
ID_-0.598_29.102_2020_02,0.08293782,2020.0
ID_-0.598_29.102_2020_03,0.0842325166666666,2020.0
ID_-0.598_29.102_2020_04,0.0852505233333333,2020.0
ID_-0.598_29.102_2020_05,0.0852830916666666,2020.0
ID_-0.598_29.102_2020_06,0.085513903,2020.0
ID_-0.598_29.102_2020_07,0.0851564546666666,2020.0
ID_-0.598_29.102_2020_08,0.0858112466666666,2020.0
ID_-0.598_29.102_2020_09,0.0856984186666666,2020.0
ID_-0.598_29.102_2020_10,0.0865157166666666,2020.0
ID_-0.598_29.102_2020_35,0.1036851133333333,2020.0
ID_-0.598_29.102_2020_36,0.1028337166666666,2020.0
ID_-0.598_29.102_2020_37,0.1027373946666666,2020.0
ID_-0.598_29.102_2020_38,0.1022283786666666,2020.0
ID_-0.598_29.102_2020_39,0.0996479866666666,2020.0
ID_-0.598_29.102_2020_40,0.0951136083333333,2020.0
ID_-0.598_29.102_2020_41,0.0952432233333333,2020.0
ID_-0.598_29.102_2020_42,0.0954800069999999,2020.0
ID_-0.598_29.102_2020_43,0.0952677383333333,2020.0
ID_-0.598_29.102_2020_44,0.0912252853333333,2020.0
ID_-0.598_29.102_2020_45,0.09297565,2020.0
ID_-0.598_29.102_2020_46,0.0937325293333333,2020.0
ID_-0.598_29.102_2020_47,0.09643446,2020.0
ID_-0.598_29.102_2020_48,0.0915809486666666,2020.0
ID_-0.598_29.102_2020_49,0.0903368636666666,2020.0
ID_-0.598_29.102_2020_50,0.09106961,2020.0
ID_-0.598_29.102_2020_51,0.08642597,2020.0
ID_-0.598_29.102_2020_52,0.0837106333333333,2020.0
ID_-0.604_29.896_2019_00,61.18752666666666,2019.0
ID_-0.604_29.896_2019_01,67.35214666666667,2019.0
ID_-0.604_29.896_2019_02,69.04582333333333,2019.0
ID_-0.604_29.896_2019_03,69.43531,2019.0
ID_-0.604_29.896_2019_04,70.20129466666667,2019.0
ID_-0.604_29.896_2019_05,72.47312333333333,2019.0
ID_-0.604_29.896_2019_06,71.934908,2019.0
ID_-0.604_29.896_2019_07,70.845232,2019.0
ID_-0.604_29.896_2019_08,70.44733166666667,2019.0
ID_-0.604_29.896_2019_09,71.817603,2019.0
ID_-0.604_29.896_2019_10,73.14290666666666,2019.0
ID_-0.604_29.896_2019_11,73.549305,2019.0
ID_-0.604_29.896_2019_12,72.644755,2019.0
ID_-0.604_29.896_2019_13,68.97366500000001,2019.0
ID_-0.604_29.896_2019_14,82.37048999999999,2019.0
ID_-0.604_29.896_2019_15,79.41683699999999,2019.0
ID_-0.604_29.896_2019_16,77.6678475,2019.0
ID_-0.604_29.896_2019_17,78.648275,2019.0
ID_-0.604_29.896_2019_18,79.319955,2019.0
ID_-0.604_29.896_2019_19,76.74544,2019.0
ID_-0.604_29.896_2019_20,75.7282755,2019.0
ID_-0.604_29.896_2019_21,72.37727,2019.0
ID_-0.604_29.896_2019_22,72.02367000000001,2019.0
ID_-0.604_29.896_2019_23,71.070055,2019.0
ID_-0.604_29.896_2019_24,71.05178699999999,2019.0
ID_-0.604_29.896_2019_25,70.657497,2019.0
ID_-0.604_29.896_2019_26,70.627453,2019.0
ID_-0.604_29.896_2019_27,69.30323,2019.0
ID_-0.604_29.896_2019_28,68.56388000000001,2019.0
ID_-0.604_29.896_2019_29,67.87427,2019.0
ID_-0.604_29.896_2019_30,68.122598,2019.0
ID_-0.604_29.896_2019_31,73.408575,2019.0
ID_-0.604_29.896_2019_32,72.8345775,2019.0
ID_-0.604_29.896_2019_33,72.6162645,2019.0
ID_-0.604_29.896_2019_34,73.05192,2019.0
ID_-0.604_29.896_2019_35,75.725998,2019.0
ID_-0.604_29.896_2019_36,76.358727,2019.0
ID_-0.604_29.896_2019_37,77.31235199999999,2019.0
ID_-0.604_29.896_2019_38,78.54651333333334,2019.0
ID_-0.604_29.896_2019_39,76.45326999999999,2019.0
ID_-0.604_29.896_2019_40,74.56857333333333,2019.0
ID_-0.604_29.896_2019_41,76.29748333333333,2019.0
ID_-0.604_29.896_2019_42,78.39937833333333,2019.0
ID_-0.604_29.896_2019_43,81.04404333333333,2019.0
ID_-0.604_29.896_2019_44,73.342018,2019.0
ID_-0.604_29.896_2019_45,74.96952133333333,2019.0
ID_-0.604_29.896_2019_46,75.82775333333333,2019.0
ID_-0.604_29.896_2019_47,78.51096666666666,2019.0
ID_-0.604_29.896_2019_48,73.10899666666667,2019.0
ID_-0.604_29.896_2019_49,70.4272,2019.0
ID_-0.604_29.896_2019_50,71.82315666666666,2019.0
ID_-0.604_29.896_2019_51,68.30391466666667,2019.0
ID_-0.604_29.896_2019_52,68.098563,2019.0
ID_-0.604_29.896_2020_00,61.18752666666666,2020.0
ID_-0.604_29.896_2020_01,67.35214666666667,2020.0
ID_-0.604_29.896_2020_02,69.04582333333333,2020.0
ID_-0.604_29.896_2020_03,69.43531,2020.0
ID_-0.604_29.896_2020_04,70.20129466666667,2020.0
ID_-0.604_29.896_2020_05,72.47312333333333,2020.0
ID_-0.604_29.896_2020_06,71.934908,2020.0
ID_-0.604_29.896_2020_07,70.845232,2020.0
ID_-0.604_29.896_2020_08,70.44733166666667,2020.0
ID_-0.604_29.896_2020_09,71.817603,2020.0
ID_-0.604_29.896_2020_10,73.14290666666666,2020.0
ID_-0.604_29.896_2020_35,75.725998,2020.0
ID_-0.604_29.896_2020_36,76.358727,2020.0
