ID_LAT_LON_YEAR_WEEK,Location,WeekCount,date,emission,CommonTrend,Trend,emission_02,Seasonality,emission_03,emission_03_lag_1,Cycles,Cycles_forecast
ID_-0.510_29.290_2021_34,-0.5129.29,140,2021-08-27,4.574137,45.431746558622,4.486066301660291,0.0880706983397097,0.2684471690174047,-0.180376470677695,-0.1066985461276441,-0.0802701271205642,-0.07374122738838196
ID_-0.510_29.290_2021_35,-0.5129.29,141,2021-09-03,4.614078,45.51601675312997,4.497783277886152,0.1162947221138477,0.2852682112597392,-0.1689734891458915,-0.180376470677695,-0.1356985896840261,-0.13381463289260864
ID_-0.510_29.290_2021_36,-0.5129.29,142,2021-09-10,4.782577,45.602046009835135,4.509670627215983,0.2729063727840168,0.2935974909501986,-0.0206911181661817,-0.1689734891458915,-0.1271200400192882,-0.10861806571483612
ID_-0.510_29.290_2021_37,-0.5129.29,143,2021-09-17,4.8733826,45.68983432873748,4.521728349649785,0.3516542503502151,0.2934227282635612,0.0582315220866538,-0.0206911181661817,-0.0155660854411184,-0.0893557146191597
ID_-0.510_29.290_2021_38,-0.5129.29,144,2021-09-24,4.7891746,45.77938170983704,4.533956445187557,0.255218154812443,0.285049328374157,-0.0298311735617139,0.0582315220866538,0.043808016603411,-0.050359610468149185
ID_-0.510_29.290_2021_39,-0.5129.29,145,2021-10-01,4.6036496,45.87068815313378,4.5463549138293,0.0572946861706995,0.2690776219914061,-0.2117829358207066,-0.0298311735617139,-0.0224422185761535,-0.06646808981895447
ID_-0.510_29.290_2021_40,-0.5129.29,146,2021-10-08,4.506435,45.96375365862773,4.558923755575012,-0.0524887555750126,0.2463656545325236,-0.2988544101075362,-0.2117829358207066,-0.1593259120884122,-0.09396451711654663
ID_-0.510_29.290_2021_41,-0.5129.29,147,2021-10-15,4.5362616,46.05857822631887,4.571662970424696,-0.0354013704246964,0.2179797111414919,-0.2533810815661884,-0.2988544101075362,-0.2248304439047828,-0.10460489988327026
ID_-0.510_29.290_2021_42,-0.5129.29,148,2021-10-22,4.565994,46.1551618562072,4.584572558378349,-0.0185785583783495,0.1851354354634231,-0.2037139938417727,-0.2533810815661884,-0.1906205132629681,-0.07524116337299347
ID_-0.510_29.290_2021_43,-0.5129.29,149,2021-10-29,4.629182,46.253504548292725,4.597652519435973,0.0315294805640267,0.1491329056218035,-0.1176034250577768,-0.2037139938417727,-0.1532555857167422,-0.05563657730817795
ID_-0.510_29.290_2021_44,-0.5129.29,150,2021-11-05,4.6002717,46.35360630257544,4.610902853597568,-0.0106311535975676,0.1112893425559867,-0.1219204961535543,-0.1176034250577768,-0.0884739504126731,-0.06027602776885033
ID_-0.510_29.290_2021_45,-0.5129.29,151,2021-11-12,4.6520076,46.45546711905536,4.624323560863133,0.0276840391368669,0.072873226285556,-0.0451891871486891,-0.1219204961535543,-0.0917217158061398,-0.021940797567367554
ID_-0.510_29.290_2021_46,-0.5129.29,152,2021-11-19,4.6414285,46.55908699773248,4.637914641232668,0.0035138587673317,0.0350434795017366,-0.0315296207344048,-0.0451891871486891,-0.0339961689127501,-0.01622883975505829
ID_-0.510_29.290_2021_47,-0.5129.29,153,2021-11-26,4.743777,46.66446593860678,4.651676094706174,0.0921009052938259,-0.0012029476372618,0.0933038529310878,-0.0315296207344048,-0.0237199732917273,-0.012546269223093987
ID_-0.510_29.290_2021_48,-0.5129.29,154,2021-12-03,4.73688,46.771603941678286,4.66560792128365,0.0712720787163503,-0.035072273221694,0.1063443519380444,0.0933038529310878,0.0701931976341749,-0.030311621725559235
ID_-0.510_29.290_2021_49,-0.5129.29,155,2021-12-10,4.687898,46.880501006946986,4.679710120965097,0.008187879034903,-0.0660017169549825,0.0741895959898856,0.1063443519380444,0.080003664139986,-0.04815267398953438
ID_-0.510_29.290_2021_50,-0.5129.29,156,2021-12-17,4.6074176,46.99115713441288,4.693982693750513,-0.0865650937505133,-0.0936726241318219,0.0071075303813085,0.0741895959898856,0.0558133968761596,-0.03270198777318001
ID_-0.510_29.290_2021_51,-0.5129.29,157,2021-12-24,4.470275,47.10357232407597,4.708425639639901,-0.2381506396399011,-0.1180084030823345,-0.1201422365575665,0.0071075303813085,0.0053470491204106,-0.05676358938217163
ID_-0.510_29.290_2021_52,-0.5129.29,158,2021-12-31,4.26951,47.21774657593625,4.723038958633258,-0.4535289586332576,-0.1391576923212079,-0.3143712663120497,-0.1201422365575665,-0.0903839175979754,-0.022308778017759323
ID_-0.528_29.472_2021_16,-0.52829.472,122,2021-04-23,4.322206,44.21568269319901,4.147431235501813,0.1747747644981876,-0.2602934547163317,0.4350682192145194,0.4739872747711517,0.3658793254041065,0.3498171865940094
ID_-0.528_29.472_2021_17,-0.52829.472,123,2021-04-30,3.9166071,44.268289768157466,4.156751754780807,-0.2401446547808068,-0.2884249069630486,0.0482802521822418,0.4350682192145194,0.3358370045436979,0.30501481890678406
ID_-0.528_29.472_2021_18,-0.52829.472,124,2021-05-07,4.2034917,44.32265590531311,4.166290772465764,0.0372009275342355,-0.3119963509890505,0.349197278523286,0.0482802521822418,0.0372683973579408,0.013487089425325394
ID_-0.528_29.472_2021_19,-0.52829.472,125,2021-05-14,4.0410075,44.378781104665954,4.176048288556687,-0.1350407885566866,-0.3301739300096632,0.1951331414529765,0.349197278523286,0.2695516768055349,0.18753647804260254
ID_-0.528_29.472_2021_20,-0.52829.472,126,2021-05-21,4.1618795,44.43666536621599,4.186024303053573,-0.0241448030535726,-0.342275932835206,0.3181311297816333,0.1951331414529765,0.1506267909687445,0.07184138894081116
ID_-0.528_29.472_2021_21,-0.52829.472,127,2021-05-28,4.2472563,44.49630868996322,4.196218815956425,0.051037484043575,-0.3478073219868783,0.3988448060304533,0.3181311297816333,0.2455711563369476,0.15354222059249878
ID_-0.528_29.472_2021_22,-0.52829.472,128,2021-06-04,4.444772,44.557711075907655,4.206631827265241,0.2381401727347594,-0.3464858576742841,0.5846260304090436,0.3988448060304533,0.3078754986445801,0.21010251343250275
ID_-0.528_29.472_2021_23,-0.52829.472,129,2021-06-11,4.2752533,44.62087252404928,4.217263336980022,0.0579899630199785,-0.3382583437702564,0.3962483067902348,0.5846260304090436,0.4512833761687314,0.32532641291618347
ID_-0.528_29.472_2021_24,-0.52829.472,130,2021-06-18,4.2377763,44.68579303438809,4.228113345100767,0.009662954899233,-0.3233060577456009,0.332969012644834,0.3962483067902348,0.3058712140551213,0.2140597552061081
ID_-0.528_29.472_2021_25,-0.52829.472,131,2021-06-25,4.17716,44.7524726069241,4.239181851627476,-0.0620218516274766,-0.3020390165576218,0.2400171649301452,0.332969012644834,0.2570247857092428,0.17333805561065674
ID_-0.528_29.472_2021_26,-0.52829.472,132,2021-07-02,4.1245365,44.82091124165731,4.250468856560151,-0.1259323565601509,-0.2750793411275926,0.1491469845674417,0.2400171649301452,0.1852735781407786,0.11134777218103409
ID_-0.528_29.472_2021_27,-0.52829.472,133,2021-07-09,4.003774,44.89110893858771,4.261974359898789,-0.2582003598987894,-0.2432345785010859,-0.0149657813977034,0.1491469845674417,0.1151292471426355,0.03752071037888527
ID_-0.528_29.472_2021_28,-0.52829.472,134,2021-07-16,3.9517987,44.96306569771532,4.273698361643392,-0.3218996616433922,-0.2074623890738801,-0.1144372725695121,-0.0149657813977034,-0.0115523565576329,-0.02545718103647232
ID_-0.528_29.472_2021_29,-0.52829.472,135,2021-07-23,3.8421042,45.036781519040105,4.28564086179396,-0.4435366617939595,-0.1688284751603455,-0.2747081866336139,-0.1144372725695121,-0.0883361944875725,-0.07557175308465958
ID_-0.528_29.472_2021_30,-0.52829.472,136,2021-07-30,3.932843,45.112256402562096,4.297801860350492,-0.3649588603504918,-0.128459990016783,-0.2364988703337088,-0.2747081866336139,-0.2120522034204817,-0.15849673748016357
ID_-0.528_29.472_2021_31,-0.52829.472,137,2021-08-06,4.242746,45.18949034828128,4.310181357312989,-0.0674353573129886,-0.0874969026406378,0.0200615453276492,-0.2364988703337088,-0.182557743091961,-0.128331258893013
ID_-0.528_29.472_2021_32,-0.52829.472,138,2021-08-13,4.1555853,45.26848335619766,4.32277935268145,-0.1671940526814497,-0.0470438899579218,-0.1201501627235278,0.0200615453276492,0.0154858686334735,-0.015592212788760662
ID_-0.528_29.472_2021_33,-0.52829.472,139,2021-08-20,4.145157,45.34923542631123,4.335595846455876,-0.1904388464558755,-0.0081252791369603,-0.1823135673189151,-0.1201501627235278,-0.0927460774251856,-0.06684531271457672
ID_-0.528_29.472_2021_34,-0.52829.472,140,2021-08-27,4.1971345,45.431746558622,4.348630838636266,-0.1514963386362664,0.028354628181579,-0.1798509668178455,-0.1823135673189151,-0.1407311305031699,-0.07418390363454819
ID_-0.528_29.472_2021_35,-0.52829.472,141,2021-09-03,4.2012496,45.51601675312997,4.361884329222621,-0.1606347292226209,0.0616438397212861,-0.222278568943907,-0.1798509668178455,-0.1388302047652243,-0.0999683290719986
ID_-0.528_29.472_2021_36,-0.52829.472,142,2021-09-10,4.430612,45.602046009835135,4.37535631821494,0.0552556817850602,0.0911659883001048,-0.0359103065150445,-0.222278568943907,-0.1715808359966053,-0.06889046728610992
ID_-0.528_29.472_2021_37,-0.52829.472,143,2021-09-17,4.552311,45.68983432873748,4.389046805613224,0.1632641943867767,0.1165336240241404,0.0467305703626362,-0.0359103065150445,-0.0277198132146539,-0.030581340193748474
ID_-0.528_29.472_2021_38,-0.52829.472,144,2021-09-24,4.567295,45.77938170983704,4.402955791417472,0.1643392085825281,0.137551005024569,0.0267882035579591,0.0467305703626362,0.0360721700140273,0.006279111374169588
ID_-0.528_29.472_2021_39,-0.52829.472,145,2021-10-01,4.4347153,45.87068815313378,4.417083275627685,0.0176320243723147,0.1542065097389238,-0.1365744853666091,0.0267882035579591,0.020678297431732,0.025663528591394424
ID_-0.528_29.472_2021_40,-0.52829.472,146,2021-10-08,4.4491944,45.96375365862773,4.4314292582438615,0.0177651417561381,0.166655383427294,-0.1488902416711558,-0.1365744853666091,-0.1054243082738332,0.04786674305796623
ID_-0.528_29.472_2021_41,-0.52829.472,147,2021-10-15,4.4154677,46.05857822631887,4.445993739266004,-0.0305260392660038,0.1751940761343377,-0.2057201154003415,-0.1488902416711558,-0.1149310626708252,0.05268828570842743
ID_-0.528_29.472_2021_42,-0.52829.472,148,2021-10-22,4.437061,46.1551618562072,4.46077671869411,-0.0237157186941097,0.1802278973916187,-0.2039436160857284,-0.2057201154003415,-0.1587990670869229,0.017727583646774292
ID_-0.528_29.472_2021_43,-0.52829.472,149,2021-10-29,4.542092,46.253504548292725,4.475778196528181,0.0663138034718189,0.1822340778064568,-0.1159202743346378,-0.2039436160857284,-0.1574277552281281,0.0388948991894722
ID_-0.528_29.472_2021_44,-0.52829.472,150,2021-11-05,4.601799,46.35360630257544,4.490998172768217,0.1108008272317828,0.1817225685257993,-0.0709217412940164,-0.1159202743346378,-0.0894809502949078,0.056624170392751694
ID_-0.528_29.472_2021_45,-0.52829.472,151,2021-11-12,4.6109285,46.45546711905536,4.506436647414216,0.1044918525857836,0.179197012833238,-0.0747051602474543,-0.0709217412940164,-0.0547457711257496,0.04093743488192558
ID_-0.528_29.472_2021_46,-0.52829.472,152,2021-11-19,4.6076536,46.55908699773248,4.522093620466181,0.0855599795338193,0.1751182842637758,-0.0895583047299565,-0.0747051602474543,-0.0576662604470575,-0.0008610322838649154
ID_-0.528_29.472_2021_47,-0.52829.472,153,2021-11-26,4.6329803,46.66446593860678,4.53796909192411,0.0950112080758902,0.1698728053429675,-0.0748615972670772,-0.0895583047299565,-0.0691316705385235,0.08821777254343033
ID_-0.528_29.472_2021_48,-0.52829.472,154,2021-12-03,4.770357,46.771603941678286,4.554063061788003,0.2162939382119963,0.1637475512577769,0.0525463869542194,-0.0748615972670772,-0.0577870170037298,0.09871819615364075
ID_-0.528_29.472_2021_49,-0.52829.472,155,2021-12-10,4.71828,46.880501006946986,4.570375530057861,0.147904469942139,0.1569132218378143,-0.0090087518956753,0.0525463869542194,0.0405615037250006,0.05917152762413025
ID_-0.528_29.472_2021_50,-0.52829.472,156,2021-12-17,4.683615,46.99115713441288,4.5869064967336834,0.0967085032663161,0.1494165579981095,-0.0527080547317933,-0.0090087518956753,-0.0069540180544173,0.08558613061904907
ID_-0.528_29.472_2021_51,-0.52829.472,157,2021-12-24,4.450044,47.10357232407597,4.603655961815471,-0.1536119618154705,0.1411822150949605,-0.2947941769104311,-0.0527080547317933,-0.0406862979980681,0.11116445064544678
ID_-0.528_29.472_2021_52,-0.52829.472,158,2021-12-31,4.318747,47.21774657593625,4.620623925303222,-0.3018769253032216,0.1320240185662471,-0.4339009438694687,-0.2947941769104311,-0.2275569415510645,0.08765007555484772
ID_-0.547_29.653_2021_16,-0.54729.653,122,2021-04-23,0.60106367,44.21568269319901,0.6005799362205341,0.0004837337794659,-0.0471934872112749,0.0476772209907409,0.0561849542439929,0.0398893273848517,0.038306716829538345
ID_-0.547_29.653_2021_17,-0.54729.653,123,2021-04-30,0.54224026,44.268289768157466,0.6016833094415439,-0.0594430494415438,-0.0453037516349103,-0.0141392978066335,0.0476772209907409,0.0338491381276317,0.032080844044685364
ID_-0.547_29.653_2021_18,-0.54729.653,124,2021-05-07,0.5819081,44.32265590531311,0.6028050983034058,-0.0208969983034057,-0.0426546773718073,0.0217576790684015,-0.0141392978066335,-0.0100384006143605,-0.009237786754965782
ID_-0.547_29.653_2021_19,-0.54729.653,125,2021-05-14,0.57598,44.378781104665954,0.6039453028061195,-0.0279653028061194,-0.0391610945582945,0.011195791752175,0.0217576790684015,0.0154471814593814,0.01330515556037426
ID_-0.547_29.653_2021_20,-0.54729.653,126,2021-05-21,0.59172064,44.43666536621599,0.6051039229496851,-0.013383282949685,-0.0347692358101046,0.0213859528604196,0.011195791752175,0.0079486155776816,0.008345196954905987
ID_-0.547_29.653_2021_21,-0.54729.653,127,2021-05-28,0.59454054,44.49630868996322,0.6062809587341026,-0.0117404187341025,-0.0294636972118091,0.0177232784777065,0.0213859528604196,0.0151832690186357,0.014896570704877377
ID_-0.547_29.653_2021_22,-0.54729.653,128,2021-06-04,0.64044905,44.557711075907655,0.607476410159372,0.0329726398406279,-0.0232723785097841,0.056245018350412,0.0177232784777065,0.0125828999425716,0.012132154777646065
ID_-0.547_29.653_2021_23,-0.54729.653,129,2021-06-11,0.6485794,44.62087252404928,0.6086902772254934,0.0398891227745066,-0.0162690582329209,0.0561581810074275,0.056245018350412,0.0399319707728773,0.03441784158349037
ID_-0.547_29.653_2021_24,-0.54729.653,130,2021-06-18,0.65812427,44.68579303438809,0.6099225599324667,0.0482017100675332,-0.0085733941666835,0.0567751042342168,0.0561581810074275,0.0398703193352256,0.03654520958662033
ID_-0.547_29.653_2021_25,-0.54729.653,131,2021-06-25,0.64693964,44.7524726069241,0.6111732582802919,0.0357663817197081,-0.0003482873016695,0.0361146690213776,0.0567751042342168,0.040308312974196,0.03459666296839714
ID_-0.547_29.653_2021_26,-0.54729.653,132,2021-07-02,0.63974786,44.82091124165731,0.612442372268969,0.0273054877310309,0.0082053004530275,0.0191001872780033,0.0361146690213776,0.0256401357867674,0.01856420934200287
ID_-0.547_29.653_2021_27,-0.54729.653,133,2021-07-09,0.63790256,44.89110893858771,0.6137299018984981,0.0241726581015019,0.016855836650759,0.0073168214507429,0.0191001872780033,0.0135604564192684,0.007615090813487768
ID_-0.547_29.653_2021_28,-0.54729.653,134,2021-07-16,0.61583227,44.96306569771532,0.615035847168879,0.0007964228311209,0.0253506436652151,-0.0245542208340942,0.0073168214507429,0.0051946840607491,0.004787601064890623
ID_-0.547_29.653_2021_29,-0.54729.653,135,2021-07-23,0.6270231,45.036781519040105,0.6163602080801118,0.0106628919198882,0.0334267716299797,-0.0227638797100915,-0.0245542208340942,-0.0174326270566616,-0.010976226069033146
ID_-0.547_29.653_2021_30,-0.54729.653,136,2021-07-30,0.61050636,45.112256402562096,0.6177029846321966,-0.0071966246321966,0.0408227446256182,-0.0480193692578149,-0.0227638797100915,-0.0161615482743283,-0.006953833624720573
ID_-0.547_29.653_2021_31,-0.54729.653,137,2021-08-06,0.6950198,45.18949034828128,0.6190641768251333,0.0759556231748667,0.0472905512528996,0.028665071921967,-0.0480193692578149,-0.0340920512780137,-0.019628357142210007
ID_-0.547_29.653_2021_32,-0.54729.653,138,2021-08-13,0.672869,45.26848335619766,0.6204437846589219,0.0524252153410781,0.052607231825505,-0.0001820164844269,0.028665071921967,0.0203511857185131,0.014997000806033611
ID_-0.547_29.653_2021_33,-0.54729.653,139,2021-08-20,0.67126006,45.34923542631123,0.6218418081335625,0.0494182518664375,0.0565854322943962,-0.0071671804279587,-0.0001820164844269,-0.0001292252567336,0.00413850974291563
ID_-0.547_29.653_2021_34,-0.54729.653,140,2021-08-27,0.657959,45.431746558622,0.6232582472490549,0.034700752750945,0.0590823487243433,-0.0243815959733982,-0.0071671804279587,-0.0050884442350099,-0.0002965954190585762
ID_-0.547_29.653_2021_35,-0.54729.653,141,2021-09-03,0.66681886,45.51601675312997,0.6246931020053993,0.0421257579946007,0.0600065726638511,-0.0178808146692504,-0.0243815959733982,-0.0173100695201161,-0.008270188234746456
ID_-0.547_29.653_2021_36,-0.54729.653,142,2021-09-10,0.68421936,45.602046009835135,0.6261463724025955,0.0580729875974045,0.0593224621763106,-0.001249474578906,-0.0178808146692504,-0.0126947450584752,-0.00443981122225523
ID_-0.547_29.653_2021_37,-0.54729.653,143,2021-09-17,0.6937393,45.68983432873748,0.6276180584406437,0.0661212415593562,0.0570517991188927,0.0090694424404635,-0.001249474578906,-0.0008870826933593,0.004304863046854734
ID_-0.547_29.653_2021_38,-0.54729.653,144,2021-09-24,0.6734191,45.77938170983704,0.6291081601195438,0.0443109398804562,0.0532726427205765,-0.0089617028401203,0.0090694424404635,0.0064389828838277,0.006151661742478609
ID_-0.547_29.653_2021_39,-0.54729.653,145,2021-10-01,0.64237034,45.87068815313378,0.6306166774392958,0.0117536625607042,0.0481154440898713,-0.0363617815291671,-0.0089617028401203,-0.0063624915838306,-0.0003751085896510631
ID_-0.547_29.653_2021_40,-0.54729.653,146,2021-10-08,0.61889565,45.96375365862773,0.6321436103998997,-0.0132479603998997,0.0417566371499982,-0.0550045975498979,-0.0363617815291671,-0.0258155769143209,-0.011113652028143406
ID_-0.547_29.653_2021_41,-0.54729.653,147,2021-10-15,0.62947446,46.05857822631887,0.6336889590013557,-0.0042144990013557,0.0344100600424856,-0.0386245590438413,-0.0550045975498979,-0.0390513159414822,-0.012620612978935242
ID_-0.547_29.653_2021_42,-0.54729.653,148,2021-10-22,0.63468456,46.1551618562072,0.6352527232436634,-0.0005681632436634,0.0263166793576658,-0.0268848426013293,-0.0386245590438413,-0.0274220687998522,-0.00912157166749239
ID_-0.547_29.653_2021_43,-0.54729.653,149,2021-10-29,0.6392885,46.253504548292725,0.6368349031268231,0.0024535968731769,0.0177331809063897,-0.0152795840332128,-0.0268848426013293,-0.0190872859583985,-0.009812401607632637
ID_-0.547_29.653_2021_44,-0.54729.653,150,2021-11-05,0.6252988,46.35360630257544,0.6384354986508347,-0.0131366986508346,0.0089200499588127,-0.0220567486096473,-0.0152795840332128,-0.0108479634451307,-0.009915575385093689
ID_-0.547_29.653_2021_45,-0.54729.653,151,2021-11-12,0.6366474,46.45546711905536,0.6400545098156982,-0.0034071098156982,0.0001297876123017,-0.003536897428,-0.0220567486096473,-0.0156595102403178,-0.007069656625390053
ID_-0.547_29.653_2021_46,-0.54729.653,152,2021-11-19,0.6345614,46.55908699773248,0.6416919366214137,-0.0071305366214136,-0.0084041030768283,0.0012735664554147,-0.003536897428,-0.0025110718933657,-0.0017034951597452164
ID_-0.547_29.653_2021_47,-0.54729.653,153,2021-11-26,0.6562257,46.66446593860678,0.643347779067981,0.012877920932019,-0.01647677652616,0.029354697458179,0.0012735664554147,0.0009041870723216,-0.003454078221693635
ID_-0.547_29.653_2021_48,-0.54729.653,154,2021-12-03,0.63959867,46.771603941678286,0.6450220371554003,-0.0054233671554002,-0.0239198469569666,0.0184964798015663,0.029354697458179,0.0208407954219838,-0.004064618609845638
ID_-0.547_29.653_2021_49,-0.54729.653,155,2021-12-10,0.6333557,46.880501006946986,0.6467147108836715,-0.0133590108836715,-0.0306069412044154,0.0172479303207439,0.0184964798015663,0.0131318454949326,-0.004870210308581591
ID_-0.547_29.653_2021_50,-0.54729.653,156,2021-12-17,0.61826855,46.99115713441288,0.6484258002527946,-0.0301572502527945,-0.0364567416751235,0.0062994914223289,0.0172479303207439,0.0122454195884447,-0.002896231133490801
ID_-0.547_29.653_2021_51,-0.54729.653,157,2021-12-24,0.6091281,47.10357232407597,0.6501553052627695,-0.0410272052627695,-0.0414334053705994,0.0004062001078298,0.0062994914223289,0.0044724157754424,-0.0029939881060272455
ID_-0.547_29.653_2021_52,-0.54729.653,158,2021-12-31,0.57529217,47.21774657593625,0.6519032259135966,-0.0766110559135966,-0.0455443968443105,-0.031066659069286,0.0004062001078298,0.000288387688537,-0.00039898118120618165
ID_-0.569_30.031_2021_16,-0.56930.031,122,2021-04-23,128.99937,44.21568269319901,116.61303212716408,12.386337872835924,1.3794685486124876,11.006869324223436,15.6409125382615,8.447158793813612,11.274091720581055
ID_-0.569_30.031_2021_17,-0.56930.031,123,2021-04-30,123.11452,44.268289768157466,116.77514947796423,6.33937052203575,0.8717241795641905,5.46764634247156,11.006869324223436,5.944459620052688,7.913065433502197
ID_-0.569_30.031_2021_18,-0.56930.031,124,2021-05-07,128.12161,44.32265590531311,116.94054080846898,11.181069191531025,0.0725917521649266,11.108477439366096,5.46764634247156,2.9529016782293884,3.6634833812713623
ID_-0.569_30.031_2021_19,-0.56930.031,125,2021-05-14,120.802666,44.378781104665954,117.10920611867827,3.693459881321729,-0.9591236337548054,4.652583515076534,11.108477439366096,5.99933492743968,6.713766098022461
ID_-0.569_30.031_2021_20,-0.56930.031,126,2021-05-21,121.88592,44.43666536621599,117.28114540859212,4.604774591407889,-2.148680011627938,6.753454603035827,4.652583515076534,2.5127121999557795,3.5993564128875732
ID_-0.569_30.031_2021_21,-0.56930.031,127,2021-05-28,122.99033,44.49630868996322,117.45635867821052,5.5339713217894655,-3.4099579403600546,8.94392926214952,6.753454603035827,3.6473257745737615,3.5943238735198975
ID_-0.569_30.031_2021_22,-0.56930.031,128,2021-06-04,119.75377,44.557711075907655,117.6348459275335,2.1189240724664984,-4.650710206228382,6.76963427869488,8.94392926214952,4.830331384642519,5.267066955566406
ID_-0.569_30.031_2021_23,-0.56930.031,129,2021-06-11,117.14909,44.62087252404928,117.81660715656103,-0.6675171565610327,-5.778194457446958,5.110677300885925,6.76963427869488,3.656063902172781,4.3054094314575195
ID_-0.569_30.031_2021_24,-0.56930.031,130,2021-06-18,117.07072,44.68579303438809,118.00164236529312,-0.930922365293128,-6.704858843985957,5.773936478692829,5.110677300885925,2.7601140661656443,3.5365450382232666
ID_-0.569_30.031_2021_25,-0.56930.031,131,2021-06-25,116.109825,44.7524726069241,118.18995155372978,-2.080126553729784,-7.353747317871004,5.273620764141221,5.773936478692829,3.1183192273212805,4.074833393096924
ID_-0.569_30.031_2021_26,-0.56930.031,132,2021-07-02,114.36686,44.82091124165731,118.381534721871,-4.014674721870989,-7.6633071675044,3.648632445633411,5.273620764141221,2.848114641909827,4.383664608001709
ID_-0.569_30.031_2021_27,-0.56930.031,133,2021-07-09,110.89604,44.89110893858771,118.57639186971676,-7.680351869716759,-7.591315697605232,-0.0890361721115269,3.648632445633411,1.9705101970956784,3.1511569023132324
