ID_LAT_LON_YEAR_WEEK,Location_week_no_enc,week_no_enc,week_no,year,Ozone_O3_column_number_density,Location_enc,latitude,emission,pred_1_train,Max_x_groups_train
ID_-0.510_29.290_2021_48,4.450652033333333,81.28607858480946,48.0,2021.0,0.1134243730279808,4.377784993333333,-0.51,4.73688,3.787971573730768,4.139890596400001
ID_-0.510_29.290_2021_49,4.4439641666666665,80.91357015444689,49.0,2021.0,0.1123367281759048,4.377784993333333,-0.51,4.687898,3.905812444294996,4.055889716
ID_-0.510_29.290_2021_50,4.4678011,81.76430719003903,50.0,2021.0,0.1128692596736151,4.377784993333333,-0.51,4.6074176,3.6903964473048023,4.137745412
ID_-0.510_29.290_2021_51,4.198552,76.65970039326861,51.0,2021.0,0.1106039384016993,4.377784993333333,-0.51,4.470275,3.865634429613368,3.836850144000001
ID_-0.510_29.290_2021_52,4.103823066666667,76.11347514401241,52.0,2021.0,0.1120027877237068,4.377784993333333,-0.51,4.26951,4.205284739254742,3.780832284
ID_-0.528_29.472_2021_00,3.665986133333334,72.08800313024554,0.0,2021.0,0.1138843446970111,4.3257690807407405,-0.528,3.1273577,4.315620859626014,3.7405683928000006
ID_-0.528_29.472_2021_01,4.2143972666666665,80.8857731675051,1.0,2021.0,0.1121755590041397,4.3257690807407405,-0.528,4.0127482,4.136800752399272,4.116654531600001
ID_-0.528_29.472_2021_02,4.355114466666667,83.06136411762462,2.0,2021.0,0.112585053207038,4.3257690807407405,-0.528,4.0782847,4.026352991467594,4.2271509604
ID_-0.528_29.472_2021_03,4.376957666666667,83.51770443228028,3.0,2021.0,0.1104315198616175,4.3257690807407405,-0.528,4.091718,4.250217545079753,4.244310571600001
ID_-0.528_29.472_2021_04,4.458651866666667,84.68930439261348,4.0,2021.0,0.1130290406786023,4.3257690807407405,-0.528,4.2063055,4.209535951444653,4.3580938848
ID_-0.528_29.472_2021_05,4.450705766666666,85.61884000228967,5.0,2021.0,0.116250833723087,4.3257690807407405,-0.528,4.37001,4.208311247172385,4.2385244360000005
ID_-0.528_29.472_2021_06,4.415136400000001,84.98452736903467,6.0,2021.0,0.116745521457241,4.3257690807407405,-0.528,4.2240386,4.205452576970005,4.250386559200001
ID_-0.528_29.472_2021_07,4.393498666666667,84.30321034046915,7.0,2021.0,0.1168384971038487,4.3257690807407405,-0.528,4.2735515,4.259123131924362,4.177980318
ID_-0.528_29.472_2021_08,4.4567391333333335,84.93675058164467,8.0,2021.0,0.118620395445088,4.3257690807407405,-0.528,4.352781,4.237231633149287,4.242367072
ID_-0.528_29.472_2021_09,4.263671933333334,80.40875279967149,9.0,2021.0,0.1170656557406271,4.3257690807407405,-0.528,3.8026695,4.621409814311893,4.208979383600001
ID_-0.528_29.472_2021_10,4.3620318,80.69696791766431,10.0,2021.0,0.1177189170198857,4.3257690807407405,-0.528,4.3925557,4.208213969935509,4.1941773596
ID_-0.528_29.472_2021_11,4.4380507,81.49028955057274,11.0,2021.0,0.1216175734695192,4.3257690807407405,-0.528,4.414885,4.245408127460468,4.1578536848
ID_-0.528_29.472_2021_12,4.4699669,81.56611833708078,12.0,2021.0,0.1212804788580703,4.3257690807407405,-0.528,4.4067955,4.0986741282080486,4.224884895600001
ID_-0.528_29.472_2021_13,4.227589,77.5835042555345,13.0,2021.0,0.1197910529346714,4.3257690807407405,-0.528,4.429849,3.9757581763535694,3.751606628
ID_-0.528_29.472_2021_14,4.540601,122.23192209050836,14.0,2021.0,0.1200541988839508,4.3257690807407405,-0.528,4.4526834,4.342399499711913,4.3137793352
ID_-0.528_29.472_2021_15,4.40290405,116.84524664410162,15.0,2021.0,0.120687286116277,4.3257690807407405,-0.528,4.3837695,4.424506897017786,4.1213399752
ID_-0.528_29.472_2021_16,4.41698765,112.94550310360472,16.0,2021.0,0.1201816217016271,4.3257690807407405,-0.528,4.322206,4.012515273201196,4.2049689876
ID_-0.528_29.472_2021_17,4.28154305,81.3575846474316,17.0,2021.0,0.119204610739113,4.3257690807407405,-0.528,3.9166071,4.839849664744696,4.330518428
ID_-0.528_29.472_2021_18,4.3539491,82.27234569835896,18.0,2021.0,0.1187946518855157,4.3257690807407405,-0.528,4.2034917,4.79292035246721,4.198106858
ID_-0.528_29.472_2021_19,4.28647255,80.51411342429648,19.0,2021.0,0.1150262382751982,4.3257690807407405,-0.528,4.0410075,4.844240411257689,4.2237658432
ID_-0.528_29.472_2021_20,4.31205475,80.53484445668914,20.0,2021.0,0.1140123744096043,4.3257690807407405,-0.528,4.1618795,4.840547368768365,4.1587983600000005
ID_-0.528_29.472_2021_21,4.17967465,77.93688206389336,21.0,2021.0,0.1169763494002281,4.3257690807407405,-0.528,4.2472563,4.265696000825798,3.832470676
ID_-0.528_29.472_2021_22,4.2891582,78.9882058460834,22.0,2021.0,0.1183328985993403,4.3257690807407405,-0.528,4.444772,4.29217457498919,3.8524633808
ID_-0.528_29.472_2021_23,4.20014965,77.62959315160674,23.0,2021.0,0.1170402678958326,4.3257690807407405,-0.528,4.2752533,4.196260660472427,3.844542872
ID_-0.528_29.472_2021_24,4.19956815,77.67167359449466,24.0,2021.0,0.1176475155639855,4.3257690807407405,-0.528,4.2377763,4.185147477327669,3.87838752
ID_-0.528_29.472_2021_25,4.1663612,77.25668500530041,25.0,2021.0,0.1194475549173528,4.3257690807407405,-0.528,4.17716,4.418805206162746,3.8729841568
ID_-0.528_29.472_2021_26,4.188519749999999,77.30978998388008,26.0,2021.0,0.1189460622891004,4.3257690807407405,-0.528,4.1245365,4.354551040266656,3.963332796
ID_-0.528_29.472_2021_27,4.0796785,75.59777316005332,27.0,2021.0,0.1188188840776535,4.3257690807407405,-0.528,4.003774,4.318789117810151,3.873003356
ID_-0.528_29.472_2021_28,4.05001285,75.09555228410815,28.0,2021.0,0.1182314358124959,4.3257690807407405,-0.528,3.9517987,4.283837208698824,3.8661475640000007
ID_-0.528_29.472_2021_29,3.99508225,74.16280320718602,29.0,2021.0,0.1183982047195009,4.3257690807407405,-0.528,3.8421042,4.373058561439765,3.8659921996
ID_-0.528_29.472_2021_30,4.0209297,74.62503885481237,30.0,2021.0,0.1178878554994462,4.3257690807407405,-0.528,3.932843,4.293575978826413,3.8296032848
ID_-0.528_29.472_2021_31,4.2510653000000005,78.12677043099477,31.0,2021.0,0.1196948985900135,4.3257690807407405,-0.528,4.242746,4.537368726994326,3.9697464472
ID_-0.528_29.472_2021_32,4.21102835,77.52143436297234,32.0,2021.0,0.1197398554035202,4.3257690807407405,-0.528,4.1555853,4.457914685627817,3.9763513448000007
ID_-0.528_29.472_2021_33,4.192247,77.28367400556317,33.0,2021.0,0.1199720784969493,4.3257690807407405,-0.528,4.145157,4.463259492420754,3.951062084
ID_-0.528_29.472_2021_34,4.2181616,77.7922607366516,34.0,2021.0,0.1175646437828979,4.3257690807407405,-0.528,4.1971345,4.459256105150942,3.9509238684
ID_-0.528_29.472_2021_35,4.3427143,79.20056681238277,35.0,2021.0,0.1196570194945585,4.3257690807407405,-0.528,4.2012496,4.626859500279676,4.1911797680000005
ID_-0.528_29.472_2021_36,4.332624333333333,79.36668999785084,36.0,2021.0,0.1193019665782845,4.3257690807407405,-0.528,4.430612,4.287942413074046,4.021769196
ID_-0.528_29.472_2021_37,4.3558555,79.98549170693762,37.0,2021.0,0.1191735033478209,4.3257690807407405,-0.528,4.552311,4.064380032528294,3.993798478
ID_-0.528_29.472_2021_38,4.3882870333333335,80.84332628770402,38.0,2021.0,0.1193927571559543,4.3257690807407405,-0.528,4.567295,3.9702851583416185,4.033552938
ID_-0.528_29.472_2021_39,4.261714766666667,86.38816527850892,39.0,2021.0,0.1202927343547357,4.3257690807407405,-0.528,4.4347153,4.03125292026629,3.979976452
ID_-0.528_29.472_2021_40,4.267502166666667,103.58734888466331,40.0,2021.0,0.1186476304370337,4.3257690807407405,-0.528,4.4491944,4.07356737399597,3.9418356568
ID_-0.528_29.472_2021_41,4.2527879,106.89937804058094,41.0,2021.0,0.1190600664514465,4.3257690807407405,-0.528,4.4154677,4.074466530529194,3.9067328088
ID_-0.528_29.472_2021_42,4.385155233333333,110.4023145634342,42.0,2021.0,0.1184055034363371,4.3257690807407405,-0.528,4.437061,4.146993644872374,4.2218810596
ID_-0.528_29.472_2021_43,4.4992426666666665,115.2115459006212,43.0,2021.0,0.1164331961726325,4.3257690807407405,-0.528,4.542092,4.643326414270911,4.423042728
ID_-0.528_29.472_2021_44,4.4855561,81.1444974591727,44.0,2021.0,0.1172681507437528,4.3257690807407405,-0.528,4.601799,3.760735042824004,4.338573983600001
ID_-0.528_29.472_2021_45,4.4976918333333336,81.83137259384681,45.0,2021.0,0.1180521673815166,4.3257690807407405,-0.528,4.6109285,3.757372361248959,4.3669726760000005
ID_-0.528_29.472_2021_46,4.5122010333333336,82.32228473393923,46.0,2021.0,0.1159924664609383,4.3257690807407405,-0.528,4.6076536,3.940650172311723,4.406539804
ID_-0.528_29.472_2021_47,4.535128666666666,83.48418830575707,47.0,2021.0,0.1152361877941076,4.3257690807407405,-0.528,4.6329803,3.775089130172974,4.4168176204
ID_-0.528_29.472_2021_48,4.518470099999999,81.28607858480946,48.0,2021.0,0.1138246270378073,4.3257690807407405,-0.528,4.770357,3.8462424838289486,4.4111696072
ID_-0.528_29.472_2021_49,4.5734541,80.91357015444689,49.0,2021.0,0.1130243760338932,4.3257690807407405,-0.528,4.71828,4.006031982657397,4.3593426716
ID_-0.528_29.472_2021_50,4.585223466666666,81.76430719003903,50.0,2021.0,0.1131782851074672,4.3257690807407405,-0.528,4.683615,3.746368376258517,4.378564892000001
ID_-0.528_29.472_2021_51,4.255349266666667,76.65970039326861,51.0,2021.0,0.110070578900286,4.3257690807407405,-0.528,4.450044,3.924919951700521,3.929535214
ID_-0.528_29.472_2021_52,4.216588466666667,76.11347514401241,52.0,2021.0,0.1115884949397856,4.3257690807407405,-0.528,4.318747,4.350120201686859,3.966372048
ID_-0.547_29.653_2021_00,0.4851993433333333,72.08800313024554,0.0,2021.0,0.1160406246781708,0.6005633005185186,-0.547,0.46996143,0.6435164343565251,0.4660211564000001
ID_-0.547_29.653_2021_01,0.5271594333333334,80.8857731675051,1.0,2021.0,0.1126397268492666,0.6005633005185186,-0.547,0.5360576,0.609938667988877,0.4933219062
ID_-0.547_29.653_2021_02,0.54202649,83.06136411762462,2.0,2021.0,0.1130157423868365,0.6005633005185186,-0.547,0.54352707,0.6456357744313306,0.5164989288
ID_-0.547_29.653_2021_03,0.55052522,83.51770443228028,3.0,2021.0,0.1107065950830691,0.6005633005185186,-0.547,0.5540935,0.6570584988121445,0.52336717232
ID_-0.547_29.653_2021_04,0.5572229466666667,84.68930439261348,4.0,2021.0,0.1131512952793494,0.6005633005185186,-0.547,0.5614082,0.6056379833196001,0.5216693852000001
ID_-0.547_29.653_2021_05,0.5567806533333334,85.61884000228967,5.0,2021.0,0.1158515333213157,0.6005633005185186,-0.547,0.5603935,0.6171564837424857,0.5257563916000001
ID_-0.547_29.653_2021_06,0.5583330333333333,84.98452736903467,6.0,2021.0,0.1164935693734452,0.6005633005185186,-0.547,0.56443894,0.6943589507701419,0.5193240072
ID_-0.547_29.653_2021_07,0.5561526166666666,84.30321034046915,7.0,2021.0,0.117364428869615,0.6005633005185186,-0.547,0.55282265,0.6679520761869886,0.5212485872
ID_-0.547_29.653_2021_08,0.56068031,84.93675058164467,8.0,2021.0,0.1179330808365908,0.6005633005185186,-0.547,0.56866854,0.5276573724902557,0.5188727794
ID_-0.547_29.653_2021_09,0.5592715666666667,80.40875279967149,9.0,2021.0,0.1172442541272679,0.6005633005185186,-0.547,0.5393195,0.9280707635696092,0.5382357784
ID_-0.547_29.653_2021_10,0.5645611333333332,80.69696791766431,10.0,2021.0,0.1183783949331474,0.6005633005185186,-0.547,0.5802198,0.6686483139311993,0.5290857752
ID_-0.547_29.653_2021_11,0.564147615,81.49028955057274,11.0,2021.0,0.1213985156923517,0.6005633005185186,-0.547,0.57270193,0.6761382459243791,0.5178129556
ID_-0.547_29.653_2021_12,0.5654983549999999,81.56611833708078,12.0,2021.0,0.1214914962809847,0.6005633005185186,-0.547,0.56642354,0.5628909634101915,0.52618219444
ID_-0.547_29.653_2021_13,0.545492425,77.5835042555345,13.0,2021.0,0.1195152071674288,0.6005633005185186,-0.547,0.56994325,0.5554135188981839,0.4856107712
ID_-0.547_29.653_2021_14,0.597002595,122.23192209050836,14.0,2021.0,0.1205077291703132,0.6005633005185186,-0.547,0.58879435,1.0583058217300685,0.5640565028800001
ID_-0.547_29.653_2021_15,0.594206985,116.84524664410162,15.0,2021.0,0.1216046202566583,0.6005633005185186,-0.547,0.607248,1.0214506354141206,0.54164668404
ID_-0.547_29.653_2021_16,0.596985635,112.94550310360472,16.0,2021.0,0.1207245402236378,0.6005633005185186,-0.547,0.60106367,0.6285894054369243,0.5525898832
ID_-0.547_29.653_2021_17,0.570381165,81.3575846474316,17.0,2021.0,0.1182780116141079,0.6005633005185186,-0.547,0.54224026,0.8931878896658401,0.5578225692400001
ID_-0.547_29.653_2021_18,0.594837335,82.27234569835896,18.0,2021.0,0.1190734584020588,0.6005633005185186,-0.547,0.5819081,0.944901095494392,0.56643844324
ID_-0.547_29.653_2021_19,0.59540292,80.51411342429648,19.0,2021.0,0.1148424120992269,0.6005633005185186,-0.547,0.57598,1.070060829551256,0.57301768288
ID_-0.547_29.653_2021_20,0.5993225,80.53484445668914,20.0,2021.0,0.1142348136103378,0.6005633005185186,-0.547,0.59172064,1.0562700044014564,0.5656535035200001
ID_-0.547_29.653_2021_21,0.59688007,77.93688206389336,21.0,2021.0,0.1172243919493657,0.6005633005185186,-0.547,0.59454054,0.9818015503659544,0.5584726672
ID_-0.547_29.653_2021_22,0.626163095,78.9882058460834,22.0,2021.0,0.1172642094997403,0.6005633005185186,-0.547,0.64044905,0.9339932548270744,0.5702694944800001
ID_-0.547_29.653_2021_23,0.6286088000000001,77.62959315160674,23.0,2021.0,0.1174463778799768,0.6005633005185186,-0.547,0.6485794,0.8812675596263296,0.5672508024
ID_-0.547_29.653_2021_24,0.64030406,77.67167359449466,24.0,2021.0,0.1179388086831582,0.6005633005185186,-0.547,0.65812427,0.7677561624570421,0.5801549482
ID_-0.547_29.653_2021_25,0.63356927,77.25668500530041,25.0,2021.0,0.1193951061608826,0.6005633005185186,-0.547,0.64693964,0.9307732712716752,0.5780253748
ID_-0.547_29.653_2021_26,0.6434417299999999,77.30978998388008,26.0,2021.0,0.1184980818877915,0.6005633005185186,-0.547,0.63974786,0.9791948159887632,0.6031303792
ID_-0.547_29.653_2021_27,0.63569068,75.59777316005332,27.0,2021.0,0.118517468296801,0.6005633005185186,-0.547,0.63790256,0.9970694798755764,0.5904022416
ID_-0.547_29.653_2021_28,0.623203585,75.09555228410815,28.0,2021.0,0.118332063031207,0.6005633005185186,-0.547,0.61583227,0.9261364855368308,0.5876958068000001
ID_-0.547_29.653_2021_29,0.628725975,74.16280320718602,29.0,2021.0,0.1185455019510694,0.6005633005185186,-0.547,0.6270231,1.0097431377338326,0.5875596882
ID_-0.547_29.653_2021_30,0.618454905,74.62503885481237,30.0,2021.0,0.1183621002042671,0.6005633005185186,-0.547,0.61050636,0.93587525566442,0.5838080154
ID_-0.547_29.653_2021_31,0.67894895,78.12677043099477,31.0,2021.0,0.1194980215127456,0.6005633005185186,-0.547,0.6950198,1.078479052824156,0.6178023892000001
ID_-0.547_29.653_2021_32,0.6692748850000001,77.52143436297234,32.0,2021.0,0.119934558141123,0.6005633005185186,-0.547,0.672869,1.0406696224467795,0.62041447764
ID_-0.547_29.653_2021_33,0.66323023,77.28367400556317,33.0,2021.0,0.1197927294993909,0.6005633005185186,-0.547,0.67126006,1.0098870923227077,0.6106467728
ID_-0.547_29.653_2021_34,0.6565493,77.7922607366516,34.0,2021.0,0.1184899634533325,0.6005633005185186,-0.547,0.657959,1.0877503223281737,0.6105901072000001
ID_-0.547_29.653_2021_35,0.6770336833333334,79.20056681238277,35.0,2021.0,0.1196709852982754,0.6005633005185186,-0.547,0.66681886,1.2138694823038014,0.63997572236
ID_-0.547_29.653_2021_36,0.6712787066666667,79.36668999785084,36.0,2021.0,0.1198036139387838,0.6005633005185186,-0.547,0.68421936,0.8885354372109014,0.62636510192
ID_-0.547_29.653_2021_37,0.67049052,79.98549170693762,37.0,2021.0,0.1183191810415971,0.6005633005185186,-0.547,0.6937393,0.6626943426068391,0.61587180712
ID_-0.547_29.653_2021_38,0.6669448666666667,80.84332628770402,38.0,2021.0,0.1196268359430238,0.6005633005185186,-0.547,0.6734191,0.6782334700504863,0.6311037068
ID_-0.547_29.653_2021_39,0.6501600966666667,86.38816527850892,39.0,2021.0,0.1203424664615075,0.6005633005185186,-0.547,0.64237034,0.5570725127028432,0.6146649044000001
ID_-0.547_29.653_2021_40,0.62072143,103.58734888466331,40.0,2021.0,0.1185825535119145,0.6005633005185186,-0.547,0.61889565,0.6146512606629899,0.5919460064000001
ID_-0.547_29.653_2021_41,0.6212020866666667,106.89937804058094,41.0,2021.0,0.1188830761607843,0.6005633005185186,-0.547,0.62947446,0.6381089108084586,0.5785532596
ID_-0.547_29.653_2021_42,0.62260192,110.4023145634342,42.0,2021.0,0.1181631694552871,0.6005633005185186,-0.547,0.63468456,0.6208652666331905,0.5764509472
ID_-0.547_29.653_2021_43,0.62086595,115.2115459006212,43.0,2021.0,0.1166769110816349,0.6005633005185186,-0.547,0.6392885,1.2789091500112575,0.5729554812000001
ID_-0.547_29.653_2021_44,0.5959917466666667,81.1444974591727,44.0,2021.0,0.1174622582123895,0.6005633005185186,-0.547,0.6252988,0.3752972877670694,0.54213642208
ID_-0.547_29.653_2021_45,0.6072142766666667,81.83137259384681,45.0,2021.0,0.1177406846843828,0.6005633005185186,-0.547,0.6366474,0.2591160521637741,0.55371353036
ID_-0.547_29.653_2021_46,0.6120566466666667,82.32228473393923,46.0,2021.0,0.1162952542478907,0.6005633005185186,-0.547,0.6345614,0.3908634777608019,0.56330894568
ID_-0.547_29.653_2021_47,0.6293495966666667,83.48418830575707,47.0,2021.0,0.1151772039573447,0.6005633005185186,-0.547,0.6562257,0.3723723914316369,0.5787867722000001
ID_-0.547_29.653_2021_48,0.5985196033333334,81.28607858480946,48.0,2021.0,0.1137339436587512,0.6005633005185186,-0.547,0.63959867,0.3739787686398637,0.5409080088000001
ID_-0.547_29.653_2021_49,0.5910219333333333,80.91357015444689,49.0,2021.0,0.1143396812146589,0.6005633005185186,-0.547,0.6333557,0.3638526851729102,0.5402723848
ID_-0.547_29.653_2021_50,0.59562415,81.76430719003903,50.0,2021.0,0.113955594095598,0.6005633005185186,-0.547,0.61826855,0.405059579035873,0.5500178428
ID_-0.547_29.653_2021_51,0.5650474966666666,76.65970039326861,51.0,2021.0,0.1104521440962926,0.6005633005185186,-0.547,0.6091281,0.5577864169812428,0.52276582728
ID_-0.547_29.653_2021_52,0.54709569,76.11347514401241,52.0,2021.0,0.1118960961098094,0.6005633005185186,-0.547,0.57529217,0.7512233982454968,0.4970204084
ID_-0.569_30.031_2021_00,96.73580833333334,72.08800313024554,0.0,2021.0,0.113259924420061,118.37622533333332,-0.569,90.212845,100.5677162829225,93.55693736
ID_-0.569_30.031_2021_01,106.00721333333333,80.8857731675051,1.0,2021.0,0.1124834100112181,118.37622533333332,-0.569,104.54189,107.51230720794383,99.82071364
ID_-0.569_30.031_2021_02,108.94668366666669,83.06136411762462,2.0,2021.0,0.1123503973544143,118.37622533333332,-0.569,106.75985,111.91601141878208,103.23422422
