ID_LAT_LON_YEAR_WEEK,emission,pred_1_train,pred_1,emission_1
ID_-0.528_29.472_2021_23,4.2752533,4.196260660472427,4.103941398613166,0.17131190138683383
ID_-0.528_29.472_2021_24,4.2377763,4.185147477327669,3.897733091884556,0.3400432081154441
ID_-0.528_29.472_2021_25,4.17716,4.418805206162746,4.3410727310792545,-0.16391273107925475
ID_-0.528_29.472_2021_26,4.1245365,4.354551040266656,4.113528685605479,0.01100781439452092
ID_-0.528_29.472_2021_27,4.003774,4.318789117810151,4.0229282660064705,-0.01915426600647052
ID_-0.528_29.472_2021_28,3.9517987,4.283837208698824,3.960816947994192,-0.009018247994192041
ID_-0.528_29.472_2021_29,3.8421042,4.373058561439765,3.908493694717248,-0.06638949471724809
ID_-0.528_29.472_2021_30,3.932843,4.293575978826413,3.9931509981976476,-0.06030799819764754
ID_-0.528_29.472_2021_31,4.242746,4.537368726994326,4.53999146320612,-0.2972454632061199
ID_-0.528_29.472_2021_32,4.1555853,4.457914685627817,4.137093282266743,0.018492017733256816
ID_-0.528_29.472_2021_33,4.145157,4.463259492420754,4.132657901221305,0.012499098778695483
ID_-0.528_29.472_2021_34,4.1971345,4.459256105150942,4.290358543191221,-0.09322404319122146
ID_-0.528_29.472_2021_35,4.2012496,4.626859500279676,4.300142190708859,-0.09889259070885892
ID_-0.528_29.472_2021_36,4.430612,4.287942413074046,4.528606424091939,-0.09799442409193926
ID_-0.528_29.472_2021_37,4.552311,4.064380032528294,4.987547927975243,-0.43523692797524216
ID_-0.528_29.472_2021_38,4.567295,3.9702851583416185,4.776739230688085,-0.20944423068808504
ID_-0.528_29.472_2021_39,4.4347153,4.03125292026629,4.568435983721272,-0.13372068372127188
ID_-0.528_29.472_2021_40,4.4491944,4.07356737399597,4.235132953751843,0.2140614462481567
ID_-0.528_29.472_2021_41,4.4154677,4.074466530529194,4.377532709001086,0.03793499099891395
ID_-0.528_29.472_2021_42,4.437061,4.146993644872374,4.382454041624698,0.054606958375301495
ID_-0.528_29.472_2021_43,4.542092,4.643326414270911,4.607769847046109,-0.0656778470461088
ID_-0.528_29.472_2021_44,4.601799,3.760735042824004,4.760634341368989,-0.1588353413689889
ID_-0.528_29.472_2021_45,4.6109285,3.757372361248959,4.528001989728285,0.08292651027171516
ID_-0.528_29.472_2021_46,4.6076536,3.940650172311723,4.929352430611562,-0.32169883061156224
ID_-0.528_29.472_2021_47,4.6329803,3.775089130172974,4.844727041165885,-0.21174674116588488
ID_-0.528_29.472_2021_48,4.770357,3.8462424838289486,4.973382251168555,-0.20302525116855552
ID_-0.528_29.472_2021_49,4.71828,4.006031982657397,4.949524431349712,-0.23124443134971173
ID_-0.528_29.472_2021_50,4.683615,3.746368376258517,4.610484950323702,0.07313004967629766
ID_-0.528_29.472_2021_51,4.450044,3.924919951700521,4.651419910490929,-0.2013759104909285
ID_-0.528_29.472_2021_52,4.318747,4.350120201686859,4.82517124946412,-0.5064242494641196
ID_-0.547_29.653_2021_17,0.54224026,0.8931878896658401,0.34159369251734795,0.20064656748265208
ID_-0.547_29.653_2021_18,0.5819081,0.944901095494392,0.5569644822578341,0.024943617742165913
ID_-0.547_29.653_2021_19,0.57598,1.070060829551256,0.5582411291620305,0.017738870837969545
ID_-0.547_29.653_2021_20,0.59172064,1.0562700044014564,0.6784369027715044,-0.08671626277150435
ID_-0.547_29.653_2021_21,0.59454054,0.9818015503659545,0.8935678653016675,-0.29902732530166753
ID_-0.547_29.653_2021_22,0.64044905,0.9339932548270743,0.7507621019784994,-0.11031305197849939
ID_-0.547_29.653_2021_23,0.6485794,0.8812675596263296,0.4164600882038321,0.2321193117961679
ID_-0.547_29.653_2021_24,0.65812427,0.7677561624570421,0.5302319131187285,0.12789235688127143
ID_-0.547_29.653_2021_25,0.64693964,0.9307732712716752,4.731949810787359,-4.085010170787359
ID_-0.547_29.653_2021_26,0.63974786,0.9791948159887631,0.7744563829940637,-0.13470852299406377
ID_-0.547_29.653_2021_27,0.63790256,0.9970694798755763,0.5846258330031844,0.053276726996815627
ID_-0.547_29.653_2021_28,0.61583227,0.9261364855368309,0.3165132038159824,0.29931906618401755
ID_-0.547_29.653_2021_29,0.6270231,1.0097431377338326,0.4470872803621042,0.17993581963789584
ID_-0.547_29.653_2021_30,0.61050636,0.93587525566442,0.4590906110856801,0.15141574891431991
ID_-0.547_29.653_2021_31,0.6950198,1.078479052824156,0.9395186668353095,-0.24449886683530953
ID_-0.547_29.653_2021_32,0.672869,1.0406696224467795,0.5304677159173392,0.14240128408266084
ID_-0.547_29.653_2021_33,0.67126006,1.0098870923227075,0.5260323348718998,0.14522772512810023
ID_-0.547_29.653_2021_34,0.657959,1.0877503223281735,0.5807029355749483,0.07725606442505162
ID_-0.547_29.653_2021_35,0.66681886,1.2138694823038014,0.7016512618424773,-0.03483240184247727
ID_-0.547_29.653_2021_36,0.68421936,0.8885354372109014,0.8554675369704932,-0.1712481769704931
ID_-0.547_29.653_2021_37,0.6937393,0.6626943426068391,0.8219752422505252,-0.12823594225052526
ID_-0.547_29.653_2021_38,0.6734191,0.6782334700504863,0.8708096141322895,-0.19739051413228947
ID_-0.547_29.653_2021_39,0.64237034,0.5570725127028432,0.9947496234144826,-0.35237928341448255
ID_-0.547_29.653_2021_40,0.61889565,0.6146512606629899,0.8127021132769336,-0.19380646327693363
ID_-0.547_29.653_2021_41,0.62947446,0.6381089108084586,0.8543106553980357,-0.2248361953980358
ID_-0.547_29.653_2021_42,0.63468456,0.6208652666331905,0.9563112418316316,-0.3216266818316317
ID_-0.547_29.653_2021_43,0.6392885,1.2789091500112577,0.9291421262069073,-0.28985362620690724
ID_-0.547_29.653_2021_44,0.6252988,0.37529728776706944,0.8127021132769336,-0.1874033132769336
ID_-0.547_29.653_2021_45,0.6366474,0.25911605216377415,0.8951596345153332,-0.25851223451533323
ID_-0.547_29.653_2021_46,0.6345614,0.3908634777608019,0.947279767022974,-0.31271836702297395
ID_-0.547_29.653_2021_47,0.6562257,0.3723723914316369,0.9600232011497888,-0.30379750114978876
ID_-0.547_29.653_2021_48,0.63959867,0.37397876863986373,0.8663792430743549,-0.22678057307435484
ID_-0.547_29.653_2021_49,0.6333557,0.36385268517291025,0.9009989334757142,-0.2676432334757143
ID_-0.547_29.653_2021_50,0.61826855,0.40505957903587303,1.0706859877503072,-0.4524174377503072
ID_-0.547_29.653_2021_51,0.6091281,0.5577864169812428,0.9515355689432411,-0.34240746894324114
ID_-0.547_29.653_2021_52,0.57529217,0.7512233982454968,0.9395209329695525,-0.36422876296955253
ID_-0.569_30.031_2021_17,123.11452,130.77790069427382,123.98776671533702,-0.873246715337018
ID_-0.569_30.031_2021_18,128.12161,133.54989683136793,124.17346747322689,3.948142526773111
ID_-0.569_30.031_2021_19,120.802666,126.98291115632259,118.62865043426596,2.174015565734038
ID_-0.569_30.031_2021_20,121.88592,124.25893593000468,117.9894410866534,3.8964789133465985
ID_-0.569_30.031_2021_21,122.99033,115.71666985757821,116.14156938569863,6.848760614301369
ID_-0.569_30.031_2021_22,119.75377,115.59018730927401,114.63434952396554,5.119420476034463
ID_-0.569_30.031_2021_23,117.14909,112.72408629586725,112.79400818552827,4.355081814471731
ID_-0.569_30.031_2021_24,117.07072,114.03875025122237,112.1885746616885,4.882145338311489
ID_-0.569_30.031_2021_25,116.109825,113.80106099564351,112.40410836088823,3.7057166391117704
ID_-0.569_30.031_2021_26,114.36686,113.3127052115175,109.92547695063175,4.441383049368255
ID_-0.569_30.031_2021_27,110.89604,113.98719650745981,109.3015198814309,1.5945201185690934
ID_-0.569_30.031_2021_28,108.7214,111.3069743489881,107.45458897537333,1.2668110246266764
ID_-0.569_30.031_2021_29,107.7306,111.81553224871912,106.70650598321349,1.0240940167865062
ID_-0.569_30.031_2021_30,108.066605,111.1769593919842,108.49773756772998,-0.4311325677299891
ID_-0.569_30.031_2021_31,120.79888,118.49247999359217,115.92487078183812,4.8740092181618735
ID_-0.569_30.031_2021_32,117.65928,117.6493746348134,115.33808818348936,2.321191816510634
ID_-0.569_30.031_2021_33,118.02089,117.43596931450168,114.94725514059917,3.0736348594008263
ID_-0.569_30.031_2021_34,119.1111,119.46343618686834,118.3627807570141,0.7483192429859002
ID_-0.569_30.031_2021_35,120.241875,125.8460788318874,123.51896729355778,-3.2770922935577858
ID_-0.569_30.031_2021_36,127.23051,120.09061507567353,126.52589521189707,0.7046147881029299
ID_-0.569_30.031_2021_37,130.5621,121.67291238575825,128.1951159637905,2.3669840362094874
ID_-0.569_30.031_2021_38,133.16748,122.93919554286317,130.6440494065435,2.52343059345651
ID_-0.569_30.031_2021_39,123.10628,115.73440851569433,130.01538488413942,-6.909104884139424
ID_-0.569_30.031_2021_40,123.76277,116.33594286317512,125.17295909143671,-1.4101890914367061
ID_-0.569_30.031_2021_41,128.29604,118.13362010308067,125.30919710361066,2.986842896389348
ID_-0.569_30.031_2021_42,132.2495,124.42669167091489,132.40654846331677,-0.15704846331675526
ID_-0.569_30.031_2021_43,133.92606,130.42729205488456,134.37030243088495,-0.4442424308849411
ID_-0.569_30.031_2021_44,122.31718,112.5147852032679,122.36034516764101,-0.043165167641021185
ID_-0.569_30.031_2021_45,125.74623,114.05913797757965,123.25803243921577,2.4881975607842293
ID_-0.569_30.031_2021_46,125.857475,114.77065698302796,123.12778624910781,2.72968875089218
ID_-0.569_30.031_2021_47,131.87827,120.90211128008404,131.0428027367326,0.8354672632673896
ID_-0.569_30.031_2021_48,116.86594,110.68238709482807,119.92658788738422,-3.0606478873842207
ID_-0.569_30.031_2021_49,116.53773,106.69451660737919,111.41089908566327,5.126830914336722
ID_-0.569_30.031_2021_50,116.17604,108.39763626744588,113.8703323936554,2.3057076063445976
ID_-0.569_30.031_2021_51,115.05384,105.96707067270906,111.53877640073011,3.5150635992698795
ID_-0.569_30.031_2021_52,110.3309,106.05090354327724,109.07551606533747,1.2553839346625324
ID_-0.598_29.102_2021_17,0.08328582,0.39197321489538595,0.1566442876862312,-0.07335846768623121
ID_-0.598_29.102_2021_18,0.08931254,0.44233645842738845,0.28627551997774553,-0.19696297997774553
ID_-0.598_29.102_2021_19,0.08832832,0.36909752372343474,0.28509878772075775,-0.19677046772075774
ID_-0.598_29.102_2021_20,0.09070341,0.30707558965690707,0.1945103200494137,-0.10380691004941371
ID_-0.598_29.102_2021_21,0.09113068,0.1897262466223703,0.41891740699132424,-0.3277867269913242
ID_-0.598_29.102_2021_22,0.0979741,0.16582675967526683,0.33077067785456366,-0.23279657785456365
ID_-0.598_29.102_2021_23,0.09919674,0.19014047374576376,0.4621903783746625,-0.3629936383746625
ID_-0.598_29.102_2021_24,0.100647695,0.203366495710108,0.22978444716195898,-0.12913675216195897
ID_-0.598_29.102_2021_25,0.09895184,0.23729737392840605,7.910809269628715,-7.8118574296287155
ID_-0.598_29.102_2021_26,0.097845644,0.23264741105860204,0.3490569830078476,-0.2512113390078476
ID_-0.598_29.102_2021_27,0.09756728,0.38173408266816006,0.3096692788279386,-0.2121019988279386
ID_-0.598_29.102_2021_28,0.09420107,0.3634914977197163,0.08616823847001867,0.008032831529981327
ID_-0.598_29.102_2021_29,0.09590167,0.32191908534568947,0.1984800584325989,-0.1025783884325989
ID_-0.598_29.102_2021_30,0.093387924,0.38173408266816006,0.3384496702689169,-0.2450617462689169
ID_-0.598_29.102_2021_31,0.106362686,0.20644698130333755,0.257241767712863,-0.15087908171286302
ID_-0.598_29.102_2021_32,0.10297455,0.16887454757641213,0.2111002344524963,-0.10812568445249629
ID_-0.598_29.102_2021_33,0.102739014,0.2672867797162087,0.3966443450554656,-0.29390533105546557
ID_-0.598_29.102_2021_34,0.10073186,0.25423729925515764,0.21652045349698548,-0.11578859349698548
ID_-0.598_29.102_2021_35,0.10209135,0.2527061437434977,0.48759573312203813,-0.38550438312203816
ID_-0.598_29.102_2021_36,0.10478926,0.4171266100699745,0.5221579957116684,-0.41736873571166844
ID_-0.598_29.102_2021_37,0.1062605,0.34675559575466974,0.5438821306547675,-0.43762163065476756
ID_-0.598_29.102_2021_38,0.10322314,0.2817793536113805,0.5388311735238754,-0.43560803352387545
ID_-0.598_29.102_2021_39,0.09836671,0.25472047719817914,0.6341432832165952,-0.5357765732165952
ID_-0.598_29.102_2021_40,0.09482031,0.2631160528100066,0.2978963593647748,-0.2030760493647748
ID_-0.598_29.102_2021_41,0.0965037,0.1360432497468398,0.4196756450271965,-0.3231719450271965
ID_-0.598_29.102_2021_42,0.097353205,0.29404631308870416,0.5487277102284907,-0.45137450522849065
ID_-0.598_29.102_2021_43,0.09805609,0.7984022129914391,0.6793722299275872,-0.5813161399275871
ID_-0.598_29.102_2021_44,0.09569818,0.15629706707529073,0.45334466653261946,-0.35764648653261943
ID_-0.598_29.102_2021_45,0.09747045,0.0762983575287671,0.47931512785215563,-0.38184467785215565
ID_-0.598_29.102_2021_46,0.09715725,0.14410479699502418,0.4821250579735978,-0.38496780797359775
ID_-0.598_29.102_2021_47,0.100530155,0.17625221849128944,0.41828448053850625,-0.31775432553850624
ID_-0.598_29.102_2021_48,0.097722866,0.12361344127007581,0.5877880726538626,-0.49006520665386255
ID_-0.598_29.102_2021_49,0.096783586,0.16506958996977675,0.48717966102660254,-0.39039607502660256
ID_-0.598_29.102_2021_50,0.0945018,0.1357657435217949,0.5652334285110504,-0.47073162851105044
ID_-0.598_29.102_2021_51,0.09314872,0.18421934713364388,0.550693630236937,-0.45754491023693694
ID_-0.598_29.102_2021_52,0.08797792,0.33541540628650485,0.4680034238528275,-0.3800255038528275
ID_-0.604_29.896_2021_17,73.38874,76.79571262876951,73.62305228254279,-0.23431228254278835
ID_-0.604_29.896_2021_18,76.27909,78.76229124532514,75.36728689921233,0.9118031007876652
ID_-0.604_29.896_2021_19,72.0244,78.12177465666039,73.20612884820729,-1.1817288482072854
ID_-0.604_29.896_2021_20,72.852036,74.53841072287179,73.1699211979862,-0.3178851979862003
ID_-0.604_29.896_2021_21,73.73521,70.13949591556398,70.64239023631042,3.092819763689576
ID_-0.604_29.896_2021_22,72.25502,68.81912647965409,70.29424782839762,1.960772171602386
ID_-0.604_29.896_2021_23,70.28154,68.19723827150555,69.47849683099447,0.8030431690055337
ID_-0.604_29.896_2021_24,70.13368,68.94489181391549,69.46893916073634,0.6647408392636578
ID_-0.604_29.896_2021_25,69.69506,67.46694979358878,70.04623635661602,-0.35117635661602264
ID_-0.604_29.896_2021_26,68.70578,66.87849720662538,67.406824505464,1.2989554945360027
ID_-0.604_29.896_2021_27,66.91103,67.02056585130543,65.70220284916753,1.2088271508324624
ID_-0.604_29.896_2021_28,65.95489,67.25129108378336,64.95789387481204,0.9969961251879624
ID_-0.604_29.896_2021_29,65.00018,67.12191187816926,65.2284926898135,-0.2283126898135066
ID_-0.604_29.896_2021_30,65.682846,67.26102985391096,65.27885681919176,0.40398918080823876
ID_-0.604_29.896_2021_31,72.57488,69.40707849913603,68.33107966560017,4.243800334399822
ID_-0.604_29.896_2021_32,70.912125,69.27051026335204,69.49694520293683,1.4151797970631748
ID_-0.604_29.896_2021_33,71.110504,70.83929808912526,69.89218546964698,1.2183185303530308
ID_-0.604_29.896_2021_34,72.03981,71.09049274996725,70.71523378226628,1.3245762177337213
ID_-0.604_29.896_2021_35,72.496315,73.49168088382122,74.23920979768394,-1.7428947976839453
ID_-0.604_29.896_2021_36,76.71261,75.3402993919167,76.59481525234992,0.11779474765008047
ID_-0.604_29.896_2021_37,78.711136,75.46961242605053,77.11617646424017,1.594959535759827
ID_-0.604_29.896_2021_38,80.36626,75.17739305034836,77.37942277996596,2.986837220034033
ID_-0.604_29.896_2021_39,75.13841,72.95070569315216,80.92154099195562,-5.78313099195563
ID_-0.604_29.896_2021_40,75.62055,72.35701322450191,76.50401022628472,-0.8834602262847255
ID_-0.604_29.896_2021_41,77.81366,74.87098732445574,76.77162220844575,1.0420377915542502
ID_-0.604_29.896_2021_42,79.96824,75.3557886334442,78.43531978851344,1.5329202114865552
ID_-0.604_29.896_2021_43,81.1396,76.44859527439665,79.74503313441595,1.3945668655840535
ID_-0.604_29.896_2021_44,75.17182,70.34023728428534,74.77748612748181,0.39433387251818885
ID_-0.604_29.896_2021_45,76.9057,70.63969979218305,75.63949433826193,1.26620566173807
ID_-0.604_29.896_2021_46,76.99536,71.23741016707254,76.03962001103596,0.9557399889640408
ID_-0.604_29.896_2021_47,79.95997,73.7184962190473,77.92355609089483,2.036413909105164
ID_-0.604_29.896_2021_48,72.75682,68.91155924288917,72.96021640592386,-0.20339640592385422
ID_-0.604_29.896_2021_49,72.4857,67.50689333891205,71.1761544389173,1.3095455610827003
ID_-0.604_29.896_2021_50,72.50961,69.1801464600683,72.07647462085401,0.43313537914598044
ID_-0.604_29.896_2021_51,71.28704,65.92222653119235,69.23822362515706,2.048816374842943
ID_-0.604_29.896_2021_52,68.697105,66.04164697665475,68.15475369537766,0.5423513046223292
ID_-0.615_30.885_2021_17,87.09892,92.24777392101784,89.60459148589898,-2.505671485898972
ID_-0.615_30.885_2021_18,91.48549,93.52708805429289,88.89096866691098,2.5945213330890198
ID_-0.615_30.885_2021_19,86.19697,92.24897016846433,87.82720214340102,-1.630232143401031
ID_-0.615_30.885_2021_20,87.56838,88.2427446298277,88.65968253021778,-1.0913025302177743
ID_-0.615_30.885_2021_21,88.99391,84.8758854019316,84.37178371921019,4.622126280789814
ID_-0.615_30.885_2021_22,88.026184,84.06135735117778,84.18963174543768,3.8365522545623207
ID_-0.615_30.885_2021_23,84.51404,82.39933465048261,82.80991802427836,1.704121975721634
ID_-0.615_30.885_2021_24,83.715836,83.31288341878269,82.60146253602758,1.114373463972413
ID_-0.615_30.885_2021_25,82.9349,82.39707864249655,81.56079253942342,1.3741074605765817
ID_-0.615_30.885_2021_26,81.717415,82.0855626788109,78.4918602349424,3.225554765057609
ID_-0.615_30.885_2021_27,78.72576,79.85892979114963,78.20013101504951,0.5256289849504867
ID_-0.615_30.885_2021_28,77.81618,78.37114567868461,76.54799995609845,1.2681800439015518
ID_-0.615_30.885_2021_29,75.68389,77.70192272259919,75.82752562227209,-0.14363562227208604
ID_-0.615_30.885_2021_30,77.458855,77.92538105999681,77.23348368349401,0.22537131650598496
ID_-0.615_30.885_2021_31,84.4481,83.51895488089738,81.76300187536067,2.6850981246393246
ID_-0.615_30.885_2021_32,82.65831,83.4094786300404,81.05000782356638,1.6083021764336252
ID_-0.615_30.885_2021_33,82.77482,82.1635662762576,81.69319954860839,1.0816204513916148
ID_-0.615_30.885_2021_34,84.37016,84.29824097110985,82.65808964223521,1.7120703577647873
ID_-0.615_30.885_2021_35,84.67304,88.76279852114384,85.97752683696807,-1.304486836968067
ID_-0.615_30.885_2021_36,90.15711,86.92538488811981,90.29175369266477,-0.13464369266476695
ID_-0.615_30.885_2021_37,92.87327,87.35015783980317,92.01447438272685,0.8587956172731595
ID_-0.615_30.885_2021_38,95.0431,88.4917361197635,91.9964700889613,3.0466299110386927
ID_-0.615_30.885_2021_39,89.58023,84.9614408861759,91.92743060180213,-2.347200601802129
ID_-0.615_30.885_2021_40,90.88497,86.25374670844548,89.38771820396573,1.4972517960342628
ID_-0.615_30.885_2021_41,92.38848,86.28624474508543,91.57183756787747,0.816642432122535
ID_-0.615_30.885_2021_42,94.42073,89.58726038726817,93.27283661205675,1.147893387943256
ID_-0.615_30.885_2021_43,96.29352,94.55830524561732,97.2260287883162,-0.9325087883161984
ID_-0.615_30.885_2021_44,91.63427,86.04660943097441,90.76212100235952,0.8721489976404797
ID_-0.615_30.885_2021_45,93.050064,88.12405851413507,92.4776667680113,0.5723972319887025
ID_-0.615_30.885_2021_46,93.14045,88.69331094412358,91.67920744093212,1.461242559067884
ID_-0.615_30.885_2021_47,95.67204,90.45063928862785,93.49593000443055,2.1761099955694476
ID_-0.615_30.885_2021_48,90.32979,85.02337517778287,91.7950569379645,-1.4652669379645005
ID_-0.615_30.885_2021_49,89.78932,84.62324633146956,88.85897267861638,0.9303473213836213
ID_-0.615_30.885_2021_50,89.73823,84.71464352346575,88.30203590595619,1.4361940940438132
ID_-0.615_30.885_2021_51,86.83287,79.85758677646683,85.21981662783853,1.613053372161474
ID_-0.615_30.885_2021_52,84.161446,80.12322674130444,85.14280543500145,-0.9813594350014512
ID_-0.627_29.773_2021_17,107.547104,116.14704533433502,109.6712204350823,-2.1241164350823
ID_-0.627_29.773_2021_18,113.76961,119.0319182802761,112.08489175335224,1.684718246647762
ID_-0.627_29.773_2021_19,108.38247,117.14568949930933,109.92633398079913,-1.5438639807991308
ID_-0.627_29.773_2021_20,110.78662,116.10575750926466,109.93983344447776,0.8467865555222431
ID_-0.627_29.773_2021_21,112.76678,111.49157011133619,109.88430908198659,2.8824709180134107
ID_-0.627_29.773_2021_22,114.73869,111.33862277196327,110.35751592563891,4.381174074361098
ID_-0.627_29.773_2021_23,110.549,108.76825591940022,107.77079262990095,2.7782073700990537
ID_-0.627_29.773_2021_24,109.74677,109.89921935848388,106.83383039750771,2.912939602492287
ID_-0.627_29.773_2021_25,108.58489,110.22832657987935,106.10414508868851,2.48074491131149
ID_-0.627_29.773_2021_26,107.143394,109.29126393917949,104.5720056630895,2.571388336910502
ID_-0.627_29.773_2021_27,103.88542,107.51641625812385,103.4019652278829,0.4834547721170992
ID_-0.627_29.773_2021_28,102.6494,107.22795811565189,102.47894433425296,0.17045566574704196
ID_-0.627_29.773_2021_29,100.085014,106.42535162973401,101.63993831202029,-1.5549243120202902
ID_-0.627_29.773_2021_30,102.22475,106.69861334357755,103.33791696787726,-1.1131669678772624
ID_-0.627_29.773_2021_31,110.819084,113.17419866095256,108.37570205005552,2.443381949944481
ID_-0.627_29.773_2021_32,108.531006,112.69238261183924,109.1306466331616,-0.5996406331615987
ID_-0.627_29.773_2021_33,108.50452,110.68379622886525,107.6100190372524,0.8945009627475997
ID_-0.627_29.773_2021_34,110.12313,111.99013900775499,110.11526346636373,0.007866533636274653
ID_-0.627_29.773_2021_35,110.38126,114.95246243787932,113.04143012029891,-2.6601701202989148
ID_-0.627_29.773_2021_36,116.77157,110.38078902890965,116.50173301630961,0.2698369836903822
ID_-0.627_29.773_2021_37,119.9883,112.19147374326558,117.23988777425244,2.7484122257475576
ID_-0.627_29.773_2021_38,121.5218,112.38866576896388,117.76040106162576,3.761398938374242
ID_-0.627_29.773_2021_39,116.35388,106.33975953977951,115.71731567126251,0.6365643287374922
ID_-0.627_29.773_2021_40,117.128174,108.40742633403941,114.85344884838283,2.274725151617176
ID_-0.627_29.773_2021_41,117.862724,107.33385877055059,114.4757035984064,3.3870204015936025
ID_-0.627_29.773_2021_42,119.56282,112.27442529377959,119.11393227748661,0.4488877225133905
ID_-0.627_29.773_2021_43,122.02893,118.41324246878568,123.17758003893624,-1.148650038936239
ID_-0.627_29.773_2021_44,119.48178,110.22480533654249,118.20964006049914,1.2721399395008604
ID_-0.627_29.773_2021_45,120.63419,110.43041476581628,119.11944832288813,1.5147416771118714
ID_-0.627_29.773_2021_46,120.66136,111.80387594977744,119.95845369017691,0.7029063098230921
ID_-0.627_29.773_2021_47,122.756935,111.76415464118945,120.43561999642624,2.3213150035737584
ID_-0.627_29.773_2021_48,120.68753,109.72134591262859,119.6153038273379,1.0722261726620985
ID_-0.627_29.773_2021_49,119.703354,110.27529891388895,117.65686533159307,2.046488668406937
ID_-0.627_29.773_2021_50,119.317276,111.4994692721518,119.42873436281135,-0.11145836281134791
ID_-0.627_29.773_2021_51,114.70862,105.93051279343717,111.69402012815401,3.014599871845988
ID_-0.627_29.773_2021_52,111.18058,106.42516845387908,108.13595434531078,3.044625654689227
